price,carpet_area,facing,bedrooms,bathrooms,balcony,furnish_type,prop_type,city,Store Room,ageing,location_area,luxury_category,floor_category
1.2,750.0,East,2.0,2.0,2.0,Semifurnished,Flat,Navi Mumbai,1,Relatively Old,Kharghar,Medium,High Floor
0.34,407.0,North-West,1.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Vasai-Virar,Medium,Mid Floor
4.41,860.0,East,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
1.0,500.0,East,2.0,2.0,0.0,Unfurnished,Flat,Thane,0,New,Thane,High,High Floor
0.95,700.0,East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively New,Kharghar,Medium,Mid Floor
2.95,826.0,North-East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
0.49,570.0,North-West,2.0,2.0,2.0,Unfurnished,Flat,Mumbai,1,Relatively New,Vasai-Virar,Medium,High Floor
1.7,1337.92,East,4.0,4.0,3.0,Unfurnished,Flat,Navi Mumbai,0,New,Taloja,Medium,Mid Floor
1.05,568.0,East,2.0,2.0,1.0,Unfurnished,Flat,Thane,0,New,Thane,High,High Floor
1.8,789.0,North-East,2.0,2.0,3.0,Semifurnished,Flat,Navi Mumbai,1,New,Kharghar,Medium,Low Floor
0.27,360.0,South,1.0,1.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Vasai-Virar,Low,Low Floor
1.75,1150.0,North-East,3.0,3.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively Old,Kharghar,Medium,High Floor
1.9,714.0,North,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Wadala,Medium,High Floor
4.45,1045.0,North,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,High,High Floor
0.95,700.0,East,2.0,2.0,2.0,Unfurnished,Flat,Navi Mumbai,1,Old,Kharghar,Medium,High Floor
1.6,473.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Wadala,Medium,Mid Floor
1.25,450.0,South-East,1.0,1.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Andheri,Low,Mid Floor
4.52,1111.0,North-East,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
0.85,450.0,East,1.0,1.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively New,Kharghar,Medium,Mid Floor
0.33,351.0,Missing,1.0,1.0,0.0,Unfurnished,Flat,Thane,0,Old,Kalyan-Dombivli,Low,Low Floor
0.9,626.0,East,2.0,2.0,2.0,Semifurnished,Flat,Thane,0,Relatively Old,Thane,Medium,High Floor
0.4,636.0,South-East,2.0,2.0,3.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,Low Floor
0.8,350.0,East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Andheri,Low,Low Floor
0.23,650.0,East,1.0,1.0,2.0,Unfurnished,Flat,Thane,0,Relatively New,Kalyan-Dombivli,Low,Mid Floor
0.38,448.9,Missing,1.0,2.0,0.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Ulwe,Low,Low Floor
0.32,520.0,East,1.0,2.0,3.0,Unfurnished,Flat,Thane,0,Old,Mumbai,Medium,Mid Floor
2.26,735.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
1.45,802.0,Missing,2.0,2.0,1.0,Furnished,Flat,Thane,0,Old,Thane,Low,High Floor
0.78,795.11,North-East,2.0,2.0,1.0,Furnished,Flat,Thane,0,Relatively Old,Kalyan-Dombivli,Low,Low Floor
4.41,859.0,West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
1.05,459.0,Missing,1.0,2.0,0.0,Semifurnished,Flat,Thane,0,Old,Thane,Low,Mid Floor
0.65,550.0,West,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,New,Taloja,Medium,High Floor
0.25,440.0,Missing,1.0,1.0,0.0,Unfurnished,Flat,Thane,0,Relatively Old,Others,Medium,Low Floor
0.235,300.0,Missing,1.0,1.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Vasai-Virar,Low,Low Floor
0.28,675.0,Missing,1.0,2.0,3.0,Unfurnished,Flat,Thane,0,Relatively New,Kandivali,Medium,Low Floor
0.52,420.0,Missing,1.0,1.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Old,Ulwe,Low,Low Floor
2.15,700.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
0.52,570.0,South-West,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Vasai-Virar,Medium,High Floor
0.75,361.0,East,1.0,2.0,0.0,Unfurnished,Flat,Thane,0,New,Thane,High,High Floor
2.45,790.0,East,2.0,2.0,2.0,Semifurnished,Flat,Navi Mumbai,1,Relatively New,Kharghar,Medium,High Floor
1.0,710.0,East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively Old,Kharghar,Medium,Mid Floor
0.6,420.0,North-East,1.0,2.0,2.0,Unfurnished,Flat,Navi Mumbai,1,Relatively Old,Kharghar,Medium,Mid Floor
0.9,700.0,East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively New,Taloja,Medium,Low Floor
0.65,435.0,East,1.0,1.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively New,Kharghar,Medium,Mid Floor
1.05,750.0,West,2.0,2.0,2.0,Unfurnished,Flat,Navi Mumbai,1,Relatively Old,Kharghar,Medium,High Floor
1.05,700.0,East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively Old,Kharghar,Medium,Mid Floor
1.1,750.0,North-East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively Old,Kharghar,Medium,High Floor
1.2,463.0,East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,Mid Floor
0.8,415.0,West,1.0,2.0,1.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Airoli,Low,Low Floor
1.4,773.48,West,2.0,2.0,1.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Ghansoli,Medium,High Floor
2.1,740.0,North,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Kharghar,Medium,High Floor
0.55,450.0,East,1.0,1.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Kamothe,Low,Low Floor
0.48,415.0,East,1.0,2.0,0.0,Semifurnished,Flat,Navi Mumbai,0,Relatively Old,Kamothe,Low,Low Floor
0.65,450.0,East,1.0,1.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Kamothe,Low,Mid Floor
0.3,700.0,Missing,2.0,2.0,1.0,Semifurnished,Flat,Thane,0,Relatively New,Others,Low,Mid Floor
1.2,730.0,North-East,2.0,2.0,2.0,Unfurnished,Flat,Navi Mumbai,0,New,Ulwe,Low,Mid Floor
0.61,460.0,South-West,1.0,2.0,1.0,Semifurnished,Flat,Mumbai,0,Old,Thane,Medium,Mid Floor
1.3,510.0,South-West,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Andheri,Medium,Low Floor
3.5,1150.0,Missing,3.0,2.0,1.0,Semifurnished,Flat,Mumbai,0,Old,Andheri,Low,Mid Floor
1.04,654.0,East,2.0,2.0,0.0,Semifurnished,Flat,Thane,1,Relatively New,Thane,Medium,Mid Floor
1.35,425.0,West,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,Mid Floor
1.2,585.0,North,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Kandivali,Low,Low Floor
2.05,1044.0,North,3.0,3.0,0.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,Mid Floor
1.45,830.0,North-West,2.0,2.0,2.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Kharghar,Medium,High Floor
0.52,491.0,East,2.0,2.0,0.0,Semifurnished,Flat,Thane,0,Relatively New,Kalyan-Dombivli,Medium,High Floor
0.6520999999999999,645.0,East,2.0,2.0,3.0,Semifurnished,Flat,Mumbai,0,Relatively New,Vasai-Virar,Medium,Mid Floor
2.15,740.0,North-West,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively New,Kharghar,Medium,High Floor
2.37,740.0,South-West,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
2.25,830.0,East,2.0,2.0,0.0,Semifurnished,Flat,Thane,0,Relatively New,Powai,High,High Floor
4.4,986.0,East,3.0,3.0,0.0,Furnished,Flat,Mumbai,1,Relatively New,Powai,High,High Floor
2.06,1041.0,South,3.0,3.0,0.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,Mid Floor
0.535,717.0,East,2.0,2.0,1.0,Semifurnished,Flat,Thane,0,Relatively New,Kalyan-Dombivli,Medium,High Floor
2.2,740.0,North-West,2.0,2.0,2.0,Semifurnished,Flat,Navi Mumbai,0,Relatively New,Kharghar,High,High Floor
0.95,863.26,North,3.0,3.0,1.0,Semifurnished,Flat,Thane,0,Relatively Old,Kalyan-Dombivli,Medium,High Floor
2.15,740.0,North,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Kharghar,High,High Floor
2.15,640.0,South,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
2.2,720.0,North-West,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Kharghar,Medium,High Floor
1.3,670.0,West,2.0,2.0,2.0,Semifurnished,Flat,Navi Mumbai,0,Relatively New,Kharghar,Medium,High Floor
0.98,628.0,Missing,2.0,2.0,0.0,Unfurnished,Flat,Navi Mumbai,0,New,Panvel,Medium,Mid Floor
0.6,450.0,East,1.0,1.0,0.0,Semifurnished,Flat,Thane,1,Old,Thane,Medium,Mid Floor
0.72,496.94,Missing,1.0,2.0,3.0,Semifurnished,Flat,Mumbai,0,Relatively New,Others,Low,Mid Floor
6.75,1382.63,North-East,4.0,4.0,1.0,Semifurnished,Flat,Thane,1,Relatively New,Powai,High,Mid Floor
1.2,588.0,East,2.0,2.0,2.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,High Floor
0.78,675.0,East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Ulwe,Medium,Mid Floor
1.7,885.0,North,3.0,3.0,1.0,Unfurnished,Flat,Thane,0,Old,Thane,Medium,Mid Floor
1.4,600.0,North-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,1,Relatively New,Malad,Medium,High Floor
3.65,1320.0,East,3.0,3.0,1.0,Unfurnished,Flat,Thane,0,Old,Thane,Medium,Mid Floor
0.795,510.0,East,1.0,2.0,2.0,Furnished,Flat,Thane,0,Old,Thane,Medium,Low Floor
0.44,509.17,East,1.0,1.0,1.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,High Floor
0.78,430.0,North-East,1.0,1.0,0.0,Semifurnished,Flat,Thane,0,Relatively New,Others,Low,Mid Floor
0.67,430.0,East,1.0,1.0,2.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Kamothe,Low,Mid Floor
0.45,400.0,South,1.0,1.0,0.0,Semifurnished,Flat,Navi Mumbai,0,Old,Panvel,Low,Low Floor
0.44,428.13,West,1.0,1.0,3.0,Semifurnished,Flat,Navi Mumbai,0,Old,Panvel,Low,Low Floor
0.67,416.0,North-East,2.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Old,Mira-Bhayandar,Low,Mid Floor
2.1,1100.0,West,3.0,3.0,3.0,Semifurnished,Flat,Navi Mumbai,0,Relatively New,Ulwe,Medium,Mid Floor
2.6,858.0,North,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,High Floor
5.0,1750.0,East,4.0,4.0,3.0,Semifurnished,Flat,Navi Mumbai,0,Old,Kharghar,Medium,Mid Floor
0.325,455.0,East,1.0,2.0,0.0,Semifurnished,Flat,Thane,0,Relatively New,Kalyan-Dombivli,Medium,High Floor
0.95,683.7,West,2.0,2.0,2.0,Furnished,Flat,Navi Mumbai,0,Relatively Old,Panvel,Medium,Mid Floor
2.0,585.0,West,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Borivali,Low,Mid Floor
0.6551000000000001,645.0,East,2.0,2.0,2.0,Furnished,Flat,Mumbai,0,Relatively New,Vasai-Virar,Medium,Mid Floor
1.1,667.0,East,2.0,2.0,2.0,Semifurnished,Flat,Thane,0,Old,Thane,Medium,Mid Floor
1.18,950.0,East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Kamothe,Medium,Mid Floor
2.18,1231.0,East,3.0,3.0,1.0,Semifurnished,Flat,Thane,1,Relatively New,Thane,High,Mid Floor
0.43,438.0,North,1.0,2.0,2.0,Unfurnished,Flat,Thane,0,Relatively Old,Others,Medium,Mid Floor
1.75,697.0,West,3.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Vikhroli,Medium,High Floor
1.3,713.0,North-East,2.0,2.0,1.0,Semifurnished,Flat,Thane,0,Relatively New,Thane,High,High Floor
1.45,450.0,West,1.0,1.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Thane,Medium,Low Floor
1.35,850.0,East,3.0,3.0,3.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Mira-Bhayandar,Medium,High Floor
0.515,523.0,East,2.0,2.0,1.0,Unfurnished,Flat,Thane,0,Relatively New,Kalyan-Dombivli,Low,Mid Floor
0.75,850.0,East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Kamothe,Low,Mid Floor
0.8499,561.0,North,2.0,2.0,0.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,High Floor
0.24,405.0,East,1.0,1.0,1.0,Semifurnished,Flat,Thane,0,Relatively New,Karjat,Low,Low Floor
1.65,808.01,East,2.0,2.0,2.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Ulwe,Medium,Mid Floor
0.32,640.0,Missing,1.0,1.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Taloja,Low,Mid Floor
1.75,1104.97,East,3.0,3.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Kharghar,Medium,High Floor
4.4,1058.0,West,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
1.95,695.0,East,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Mumbai,Low,Mid Floor
0.54,460.0,Missing,1.0,1.0,0.0,Unfurnished,Flat,Thane,0,Old,Thane,Low,Low Floor
0.5,455.8,Missing,1.0,1.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Ulwe,Low,Mid Floor
0.65,798.0,East,3.0,2.0,1.0,Unfurnished,Flat,Thane,0,Relatively New,Kalyan-Dombivli,Medium,Mid Floor
0.95,500.0,North-East,1.0,2.0,0.0,Semifurnished,Flat,Thane,0,Old,Powai,Medium,Mid Floor
0.29,267.58,Missing,1.0,1.0,2.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Ulwe,Medium,Mid Floor
0.52,570.0,North-East,2.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Vasai-Virar,Medium,High Floor
0.5599,416.0,North,1.0,2.0,2.0,Semifurnished,Flat,Thane,0,Relatively Old,Thane,Medium,Mid Floor
0.7498999999999999,544.0,North,2.0,2.0,2.0,Semifurnished,Flat,Thane,0,Relatively New,Thane,Medium,Mid Floor
1.1,425.0,North-East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
1.05,530.0,Missing,2.0,2.0,1.0,Unfurnished,Flat,Thane,0,Under Construction,Thane,Medium,Mid Floor
0.85,606.0,Missing,2.0,2.0,0.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,High Floor
0.45,405.0,East,1.0,2.0,3.0,Semifurnished,Flat,Navi Mumbai,0,Relatively New,Taloja,Low,High Floor
1.53,555.0,North-East,2.0,2.0,1.0,Semifurnished,Flat,Mumbai,1,Relatively New,Kanjurmarg,Medium,High Floor
0.225,630.0,North,1.0,1.0,1.0,Unfurnished,Flat,Thane,0,Relatively Old,Thane,Medium,Low Floor
0.2,225.0,Missing,1.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Old,Mumbai,Low,Low Floor
1.65,700.0,North-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Goregaon,High,Low Floor
1.45,830.0,North-West,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,1,Relatively Old,Kharghar,Medium,High Floor
1.82,663.0,South-West,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Ghatkopar,Medium,Mid Floor
0.38,525.0,Missing,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Vasai-Virar,Medium,Low Floor
0.99,745.0,East,2.0,2.0,1.0,Semifurnished,Flat,Navi Mumbai,0,Relatively Old,Roadpali,Medium,Mid Floor
0.895,702.0,South-East,2.0,2.0,3.0,Semifurnished,Flat,Navi Mumbai,0,Relatively Old,Roadpali,High,High Floor
0.95,470.0,North-East,1.0,2.0,0.0,Semifurnished,Flat,Thane,1,Relatively New,Powai,High,Mid Floor
1.55,762.0,North-East,2.0,2.0,2.0,Semifurnished,Flat,Mumbai,0,Relatively New,Mira-Bhayandar,Medium,High Floor
0.7578,852.0,North-East,3.0,2.0,2.0,Unfurnished,Flat,Thane,0,Relatively New,Bhiwandi,High,High Floor
0.72,620.0,East,2.0,2.0,2.0,Semifurnished,Flat,Mumbai,0,Relatively New,Vasai-Virar,Low,Mid Floor
0.24,366.0,North,1.0,1.0,0.0,Semifurnished,Flat,Thane,0,Relatively Old,Others,Medium,Low Floor
2.08,640.0,South-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
0.25,365.0,North-East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Others,Low,Low Floor
1.0,480.0,East,1.0,1.0,1.0,Semifurnished,Flat,Thane,1,Relatively Old,Thane,Low,Low Floor
0.95,785.0,East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Roadpali,Medium,High Floor
0.65,520.0,South-West,1.0,1.0,0.0,Semifurnished,Flat,Mumbai,0,Old,Others,Low,Low Floor
0.45,527.0,Missing,2.0,2.0,0.0,Unfurnished,Flat,Thane,0,Relatively New,Kalyan-Dombivli,Medium,Mid Floor
0.69,400.0,East,1.0,2.0,0.0,Unfurnished,Flat,Thane,0,Old,Thane,Low,Low Floor
0.95,566.0,West,2.0,2.0,1.0,Semifurnished,Flat,Thane,0,Relatively Old,Thane,Medium,High Floor
0.56,600.0,South,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Vasai-Virar,Low,Mid Floor
0.37,740.0,Missing,1.0,2.0,3.0,Furnished,Flat,Thane,0,Relatively Old,Thane,High,Mid Floor
1.98,635.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,High Floor
0.6,467.54,North,1.0,1.0,2.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Ulwe,Low,Low Floor
0.72,725.0,North-East,2.0,2.0,0.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Taloja,Low,High Floor
0.43,400.0,West,1.0,1.0,2.0,Semifurnished,Flat,Thane,0,Relatively New,Others,Medium,Mid Floor
0.65,750.0,Missing,2.0,2.0,3.0,Semifurnished,Flat,Mumbai,0,Old,Others,Low,Mid Floor
0.35,375.0,Missing,1.0,1.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Vasai-Virar,Low,Mid Floor
1.2,477.83,East,1.0,2.0,1.0,Semifurnished,Flat,Mumbai,0,Old,Bhandup,Low,High Floor
0.4,477.83,Missing,1.0,1.0,1.0,Semifurnished,Flat,Navi Mumbai,0,Old,Taloja,Low,Low Floor
1.25,672.0,North-West,2.0,2.0,0.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,High Floor
3.26,701.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,High,Mid Floor
1.97,620.0,Missing,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
3.5,850.0,North-East,3.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Chembur,Medium,Mid Floor
4.55,1355.0,North-East,4.0,4.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,High Floor
1.58,498.0,West,1.0,2.0,0.0,Furnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
2.4,1252.0,Missing,4.0,2.0,1.0,Unfurnished,Flat,Thane,0,New,Thane,Medium,High Floor
0.37,370.0,Missing,1.0,2.0,2.0,Unfurnished,Flat,Thane,0,Relatively New,Others,Medium,Mid Floor
0.48,448.9,West,1.0,2.0,0.0,Semifurnished,Flat,Navi Mumbai,0,Relatively Old,Others,Medium,High Floor
2.95,1267.27,East,3.0,3.0,3.0,Semifurnished,Flat,Thane,0,Relatively Old,Thane,Medium,Mid Floor
1.7,932.72,Missing,3.0,3.0,3.0,Semifurnished,Flat,Navi Mumbai,0,Old,Kharghar,Low,Mid Floor
0.85,752.0,Missing,2.0,2.0,2.0,Unfurnished,Flat,Navi Mumbai,0,New,Taloja,Medium,Mid Floor
5.5,1258.0,North-East,3.0,4.0,3.0,Semifurnished,Flat,Mumbai,0,Under Construction,Byculla,Medium,High Floor
1.9,848.0,North,2.0,2.0,3.0,Semifurnished,Flat,Thane,0,Relatively Old,Thane,Low,Mid Floor
0.36,611.62,North-West,2.0,2.0,0.0,Unfurnished,Flat,Thane,0,New,Panvel,Low,Mid Floor
1.5,650.0,Missing,1.0,1.0,1.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Vashi,Medium,Mid Floor
1.3,650.0,North-East,2.0,2.0,0.0,Unfurnished,Flat,Thane,0,Relatively Old,Mumbai,Medium,High Floor
0.69,574.0,North-East,1.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Mira-Bhayandar,Low,Mid Floor
0.45,489.3,East,1.0,1.0,3.0,Unfurnished,Flat,Thane,0,Old,Mumbai,Low,Mid Floor
1.7,620.0,North,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,Mid Floor
1.25,879.2,South-West,2.0,2.0,2.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Others,Medium,Mid Floor
1.0,750.0,North-East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,New,Ulwe,Low,Low Floor
2.18,699.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,Mid Floor
4.19,916.0,East,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Low Floor
2.1,950.0,North-East,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Chembur,High,Mid Floor
1.54,708.0,East,2.0,2.0,0.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,Mid Floor
0.13,490.0,Missing,1.0,1.0,0.0,Unfurnished,Flat,Thane,0,Relatively New,Others,Medium,Low Floor
0.72,560.0,East,2.0,1.0,0.0,Semifurnished,Flat,Mumbai,0,Old,Mira-Bhayandar,Low,Mid Floor
0.52,450.0,East,1.0,1.0,2.0,Unfurnished,Flat,Navi Mumbai,1,Relatively New,Ulwe,Medium,Mid Floor
0.75,480.0,North-East,1.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively New,Ulwe,Medium,Mid Floor
4.48,1650.0,West,4.0,4.0,3.0,Semifurnished,Flat,Navi Mumbai,0,Relatively Old,Kharghar,Medium,Mid Floor
1.29,1100.0,North-East,3.0,3.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Mira-Bhayandar,Medium,Mid Floor
0.7,480.0,North-East,1.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Mira-Bhayandar,Medium,High Floor
2.16,690.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,Mid Floor
4.0,1616.0,East,4.0,4.0,2.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,Mid Floor
6.5,2200.0,West,6.0,6.0,3.0,Furnished,Flat,Thane,0,Relatively New,Thane,Medium,High Floor
0.95,742.0,North-East,2.0,2.0,3.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Roadpali,Medium,Mid Floor
1.1,715.0,East,2.0,2.0,2.0,Unfurnished,Flat,Navi Mumbai,0,Relatively Old,Roadpali,Medium,High Floor
0.25,360.0,North-East,1.0,1.0,3.0,Unfurnished,Flat,Thane,0,Relatively New,Kalyan-Dombivli,Medium,Mid Floor
1.68,615.0,North,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,High Floor
2.55,858.0,East,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,Mid Floor
2.39,868.0,North-East,2.0,2.0,1.0,Semifurnished,Flat,Thane,1,Relatively New,Powai,High,Mid Floor
1.3,713.0,East,2.0,2.0,1.0,Semifurnished,Flat,Thane,0,Relatively New,Thane,Medium,High Floor
1.85,750.0,East,2.0,2.0,2.0,Semifurnished,Flat,Thane,1,Relatively Old,Thane,Medium,Low Floor
1.92,635.0,North,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,High Floor
0.45,455.0,Missing,1.0,2.0,2.0,Unfurnished,Flat,Thane,0,Relatively Old,Kalyan-Dombivli,Low,Mid Floor
2.82,1295.0,East,3.0,3.0,1.0,Unfurnished,Flat,Thane,0,New,Thane,Medium,High Floor
0.995,804.0,North-East,2.0,2.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Mira-Bhayandar,Medium,Low Floor
2.32,858.0,North,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,High Floor
0.92,444.0,East,1.0,2.0,1.0,Semifurnished,Flat,Thane,0,Relatively Old,Powai,Low,Mid Floor
0.695,574.0,North-East,1.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Mira-Bhayandar,Medium,Mid Floor
3.59,1486.0,East,4.0,4.0,2.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,High Floor
2.34,858.0,North,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,High Floor
1.82,903.0,East,3.0,3.0,1.0,Unfurnished,Flat,Thane,0,New,Thane,Medium,High Floor
1.05,804.0,North-East,2.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Mira-Bhayandar,Medium,Mid Floor
1.35,425.0,East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Low,Mid Floor
2.62,1070.0,East,3.0,3.0,1.0,Unfurnished,Flat,Thane,0,New,Thane,Medium,High Floor
0.7,574.0,North-East,1.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Mira-Bhayandar,Medium,Mid Floor
1.6,800.0,North,2.0,2.0,1.0,Unfurnished,Flat,Thane,0,Relatively New,Thane,Medium,Mid Floor
