price,carpet_area,facing,bedrooms,bathrooms,balcony,furnish_type,prop_type,city,Store Room,ageing,location_area,luxury_category,floor_category
4.2,1292.0,East,4.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
2.05,640.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
6.92,1156.73,North,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,Medium,Low Floor
1.4,478.0,East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,High Floor
3.4,1062.0,East,3.0,3.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,High Floor
2.5,860.0,East,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,New,Kandivali,Medium,High Floor
1.6,608.0,North-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Kandivali,Medium,High Floor
1.9,775.0,South-East,2.0,2.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Kandivali,High,Mid Floor
2.38,720.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Powai,Medium,Mid Floor
2.57,663.0,East,2.0,2.0,2.0,Semifurnished,Flat,Mumbai,1,Relatively Old,Kandivali,Medium,High Floor
3.15,629.0,North-West,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
1.3,476.0,East,1.0,2.0,0.0,Furnished,Flat,Mumbai,0,Relatively New,Thane,Low,High Floor
1.1,428.0,East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Kandivali,Medium,High Floor
1.11,428.0,East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Kandivali,Medium,High Floor
3.3,1034.0,Missing,3.0,3.0,0.0,Semifurnished,Flat,Mumbai,0,New,Thane,Medium,Mid Floor
2.0,755.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Kandivali,Medium,Mid Floor
2.1,755.0,South,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Kandivali,Medium,High Floor
2.5,750.0,East,2.0,2.0,3.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Malad,Medium,Mid Floor
1.15,405.0,North,1.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Old,Borivali,Low,Mid Floor
1.13,453.0,West,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Jogeshwari,Medium,Mid Floor
2.6,977.0,East,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,1,New,Malad,Medium,Low Floor
2.0,573.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Malad,Low,High Floor
1.1,450.0,North-West,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Low Floor
1.75,624.0,South,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,High Floor
1.74,616.0,South-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,High Floor
2.5,760.0,East,2.0,2.0,2.0,Semifurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,High Floor
1.74,613.0,South-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,High Floor
1.7,607.0,South-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,High Floor
1.7,607.0,South,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,High Floor
1.65,514.0,East,1.0,1.0,1.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Wadala,Medium,High Floor
3.75,1100.0,North-East,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,High,High Floor
3.4,760.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,Medium,High Floor
2.75,800.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,High,High Floor
2.03,631.0,North,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Kandivali,Medium,High Floor
1.85,748.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Malad,Medium,Low Floor
2.18,625.0,Missing,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,New,Thane,Low,Low Floor
4.99,1585.0,East,4.0,4.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Malad,Medium,High Floor
4.7,1073.0,West,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,New,Borivali,Medium,High Floor
4.42,1406.0,South,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Mid Floor
3.01,823.0,South,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Mid Floor
2.99,690.0,North-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
1.65,580.0,Missing,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Dahisar,Medium,Mid Floor
3.0,689.0,North,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
3.0,689.0,South-East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
2.99,690.0,South-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
4.42,1402.0,West,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Mid Floor
4.42,1356.0,South-West,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
3.0,925.0,Missing,3.0,3.0,0.0,Furnished,Flat,Mumbai,0,Old,Chembur,Low,Mid Floor
4.42,1357.0,South-West,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
2.38,624.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Low,Mid Floor
2.39,689.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
1.75,750.0,Missing,2.0,1.0,2.0,Unfurnished,Flat,Mumbai,0,Old,Borivali,Low,Mid Floor
2.4,689.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Low,Mid Floor
1.4,602.0,West,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,New,Kandivali,Low,Mid Floor
1.14,413.0,West,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Malad,Low,Mid Floor
1.15,405.0,South-East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,Low Floor
1.15,405.0,South-East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,Low Floor
1.17,415.0,South-East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,Low Floor
4.25,1292.0,Missing,4.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,New,Chembur,Medium,Mid Floor
1.17,415.0,North-East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,Low Floor
2.62,859.0,West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,Low Floor
3.95,1056.0,East,3.0,3.0,1.0,Semifurnished,Flat,Mumbai,0,Relatively New,Powai,High,High Floor
3.4,1313.0,North-West,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,Low Floor
3.4,1313.0,West,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,Low Floor
10.0,2200.0,West,3.0,3.0,1.0,Semifurnished,Flat,Mumbai,0,Relatively New,Parel,Medium,High Floor
4.42,1354.0,West,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Low Floor
4.42,1354.0,South-West,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Low Floor
5.45,757.0,South,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Parel,Low,High Floor
5.45,757.0,South-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Parel,Medium,High Floor
4.7,1349.0,Missing,3.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
4.35,762.0,South,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Byculla,Medium,Mid Floor
3.79,675.0,South,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Byculla,Medium,Mid Floor
1.23,377.0,North-East,1.0,2.0,2.0,Furnished,Flat,Mumbai,0,Relatively Old,Thane,Medium,Low Floor
6.35,1062.0,South,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Byculla,Medium,High Floor
6.35,1062.0,South-East,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Byculla,Medium,High Floor
8.25,2100.0,West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,1,Relatively New,Parel,Medium,High Floor
10.99,1450.0,South,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Parel,Medium,Low Floor
10.99,1450.0,South,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Parel,Medium,Low Floor
8.45,1147.0,South,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Parel,Medium,High Floor
6.71,802.0,South-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Parel,Medium,High Floor
2.2,688.0,Missing,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Chembur,Medium,Mid Floor
5.35,775.0,South-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Parel,Medium,High Floor
2.46,650.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
6.71,802.0,South-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Parel,Medium,High Floor
5.35,775.0,South-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Parel,Medium,High Floor
1.66,606.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Borivali,Medium,Mid Floor
4.41,1045.0,North-East,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
3.01,826.0,South-East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Mid Floor
3.02,756.0,South-East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Mid Floor
4.42,1059.0,East,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
2.99,756.0,South,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Mid Floor
1.85,616.0,Missing,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Kandivali,Low,Mid Floor
1.75,600.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,1,Relatively New,Borivali,Medium,High Floor
2.11,752.0,North,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
2.2,763.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,New,Kandivali,Medium,Low Floor
8.2,2000.0,West,4.0,5.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,Mid Floor
6.25,1350.0,South,3.0,4.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,High Floor
4.35,956.0,South-West,2.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,High Floor
4.35,956.0,South-East,2.0,2.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,High Floor
5.25,1267.0,West,3.0,4.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,High Floor
5.25,1267.0,South-East,3.0,4.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,High Floor
4.7,1322.0,South-West,3.0,2.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,High Floor
6.78,905.0,West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Worli,High,High Floor
2.22,792.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,High Floor
1.75,619.0,East,2.0,2.0,0.0,Furnished,Flat,Mumbai,1,New,Borivali,Medium,High Floor
4.67,1322.0,North-West,3.0,2.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,Low Floor
4.7,1267.0,South-West,3.0,2.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,High Floor
4.67,1162.0,East,3.0,2.0,3.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,Low Floor
2.0,687.0,North-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Kanjurmarg,Medium,High Floor
1.99,622.0,North-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Kanjurmarg,Medium,Low Floor
2.05,724.0,South-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Kanjurmarg,Medium,High Floor
1.74,626.0,West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Vikhroli,Medium,Mid Floor
3.11,741.0,North-West,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,Low Floor
3.0,766.0,South-West,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Wadala,Medium,Low Floor
3.51,1199.0,North,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
3.35,1062.0,North-East,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,New,Chembur,Medium,Mid Floor
3.45,1071.0,East,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,New,Kandivali,Medium,High Floor
1.33,392.0,West,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Kandivali,Medium,High Floor
4.42,1056.0,West,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,Mid Floor
3.04,826.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
3.35,785.0,North,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,1,New,Kandivali,Medium,High Floor
1.3,366.0,East,1.0,1.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Low,Low Floor
4.42,1056.0,West,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
4.41,1056.0,West,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
3.92,1080.0,West,3.0,2.0,3.0,Semifurnished,Flat,Mumbai,0,New,Wadala,High,High Floor
1.7,640.0,East,2.0,2.0,0.0,Furnished,Flat,Mumbai,0,New,Byculla,Medium,Mid Floor
5.0,1092.0,South,3.0,3.0,1.0,Semifurnished,Flat,Mumbai,1,Relatively New,Byculla,Medium,High Floor
5.0,1092.0,West,3.0,3.0,1.0,Semifurnished,Flat,Mumbai,1,Relatively New,Byculla,Medium,High Floor
3.8,1049.0,East,3.0,3.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Chembur,High,Mid Floor
4.52,1073.0,North,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,New,Borivali,Medium,Mid Floor
4.85,1162.08,Missing,3.0,3.0,0.0,Semifurnished,Flat,Mumbai,0,Old,Andheri,Medium,Mid Floor
4.65,1073.0,West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,New,Borivali,Medium,High Floor
4.56,1073.0,East,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,New,Borivali,Medium,High Floor
7.25,1393.0,East,4.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,New,Borivali,Medium,High Floor
2.1,607.73,North,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Old,Kandivali,Low,Mid Floor
4.6,1068.0,East,3.0,3.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
1.7,381.0,West,1.0,1.0,0.0,Unfurnished,Flat,Mumbai,0,New,Parel,Medium,High Floor
1.65,700.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Borivali,High,Mid Floor
2.2,670.0,West,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,New,Kandivali,Medium,High Floor
3.15,561.0,North,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
8.35,1582.0,South,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Low Floor
7.5,1502.0,North-West,3.0,3.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
10.89,1815.0,South,4.0,4.0,1.0,Semifurnished,Flat,Mumbai,0,Relatively New,Bandra,High,Mid Floor
10.89,1815.0,South-East,4.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,Medium,Mid Floor
8.23,1321.0,East,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,High,High Floor
1.77,580.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Borivali,High,Mid Floor
10.47,1657.0,East,4.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,High,High Floor
8.23,1321.0,East,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,High,High Floor
1.3,450.0,Missing,1.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Malad,Low,Mid Floor
10.47,1657.0,East,4.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,High,High Floor
9.28,1548.0,North-West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,Medium,Mid Floor
8.79,1465.0,West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,Medium,Mid Floor
8.79,1465.0,North-West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,Medium,Mid Floor
9.28,1548.0,South-West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,Medium,Mid Floor
1.32,392.0,West,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Kandivali,Medium,High Floor
11.0,1600.0,West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,New,Powai,High,Mid Floor
2.5,757.0,South,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,High Floor
4.85,798.0,North-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Byculla,High,High Floor
2.65,680.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Kandivali,High,Mid Floor
3.87,1313.0,North-West,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,Low Floor
3.87,1313.0,West,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Ghatkopar,Medium,Low Floor
5.2,1081.0,West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,New,Byculla,Low,Mid Floor
10.5,1800.0,East,4.0,6.0,3.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Powai,High,High Floor
1.76,690.0,North-East,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Kanjurmarg,High,High Floor
4.0,1150.0,East,3.0,3.0,0.0,Furnished,Flat,Mumbai,0,Relatively New,Chembur,Medium,Mid Floor
3.1,900.0,Missing,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,High Floor
1.57,616.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,New,Ghatkopar,Medium,High Floor
2.3,624.0,North-East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Kandivali,High,High Floor
2.6,771.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Malad,High,Mid Floor
9.8,2000.0,North,4.0,4.0,0.0,Semifurnished,Flat,Mumbai,0,Old,Others,Low,Mid Floor
3.57,1086.0,East,3.0,2.0,3.0,Unfurnished,Flat,Mumbai,1,Relatively New,Wadala,High,High Floor
2.25,613.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Powai,Medium,Mid Floor
4.5,1045.0,East,3.0,4.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
2.65,660.0,West,2.0,2.0,2.0,Semifurnished,Flat,Mumbai,0,Old,Others,Medium,High Floor
5.2,1465.0,West,3.0,5.0,1.0,Semifurnished,Flat,Mumbai,0,Relatively New,Powai,High,High Floor
4.45,1056.0,North-East,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
5.95,1452.0,East,4.0,4.0,2.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
2.6,666.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
3.85,831.0,West,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,New,Santacruz,Low,Mid Floor
1.7,670.0,North,2.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,New,Ghatkopar,Low,High Floor
3.25,941.0,East,3.0,3.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Malad,High,Mid Floor
1.7,600.0,East,2.0,2.0,1.0,Semifurnished,Flat,Mumbai,0,Old,Thane,Medium,Mid Floor
3.0,725.0,East,2.0,2.0,1.0,Semifurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
1.05,367.0,West,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Goregaon,Low,Mid Floor
1.75,510.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Low,Low Floor
4.0,1250.0,West,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,High Floor
2.75,852.12,Missing,3.0,3.0,2.0,Unfurnished,Flat,Mumbai,0,New,Malad,Medium,Mid Floor
2.85,1074.0,Missing,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,Mid Floor
1.99,761.71,West,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,New,Malad,Medium,High Floor
0.551,305.0,East,1.0,1.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Malad,Low,Mid Floor
1.57,724.0,North-East,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,High Floor
9.8,1400.0,South-West,3.0,5.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,High,High Floor
9.85,1475.0,North,3.0,5.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Bandra,Medium,High Floor
1.05,450.0,North-West,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Low Floor
7.95,1682.0,East,3.0,3.0,2.0,Semifurnished,Flat,Mumbai,0,New,Chembur,High,Mid Floor
1.49,383.0,East,1.0,2.0,0.0,Unfurnished,Flat,Mumbai,1,New,Powai,Medium,Mid Floor
3.95,1017.0,East,3.0,3.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Goregaon,High,Mid Floor
2.05,809.0,North-West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,High Floor
2.45,942.0,North-West,3.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,High Floor
4.02,876.0,North-East,3.0,3.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively New,Matunga,Medium,Mid Floor
2.3,700.0,North-East,2.0,2.0,0.0,Furnished,Flat,Mumbai,0,Old,Powai,High,Mid Floor
2.5,942.0,North-West,3.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,High Floor
2.75,1037.0,West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,High Floor
3.1,620.0,Missing,2.0,2.0,1.0,Semifurnished,Flat,Mumbai,0,New,Powai,Medium,Mid Floor
3.8,1050.0,East,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Malad,Medium,High Floor
3.0,1050.0,West,3.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Powai,Medium,High Floor
2.2,670.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Powai,Medium,High Floor
2.9,870.0,West,2.0,2.0,1.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Powai,Medium,High Floor
3.6,762.0,West,2.0,2.0,0.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Powai,Medium,High Floor
3.75,1100.0,West,3.0,3.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Powai,Medium,High Floor
3.4,762.0,West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively Old,Powai,Medium,Mid Floor
2.9,1008.0,East,3.0,3.0,0.0,Furnished,Flat,Mumbai,1,Relatively New,Malad,Medium,Mid Floor
1.7,710.0,East,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Old,Thane,Medium,Mid Floor
6.46,1400.0,Missing,3.0,3.0,0.0,Semifurnished,Flat,Mumbai,0,Old,Powai,Medium,High Floor
7.75,1521.0,Missing,3.0,3.0,1.0,Semifurnished,Flat,Mumbai,0,Old,Powai,Medium,High Floor
2.7,669.0,West,2.0,2.0,1.0,Unfurnished,Flat,Mumbai,0,Relatively New,Powai,Medium,High Floor
4.95,1280.0,Missing,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Old,Powai,Low,Mid Floor
3.6,777.0,East,2.0,2.0,1.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Powai,Medium,Mid Floor
7.57,1710.0,West,3.0,3.0,2.0,Semifurnished,Flat,Mumbai,0,Relatively Old,Powai,Low,High Floor
3.31,1086.0,East,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
2.42,823.0,West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
2.35,818.0,East,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
2.9,951.0,East,3.0,3.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
2.69,870.0,West,3.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,Relatively New,Andheri,Medium,Mid Floor
2.25,750.0,East,2.0,2.0,1.0,Furnished,Flat,Mumbai,0,Old,Powai,High,Mid Floor
1.94,718.0,West,2.0,2.0,0.0,Unfurnished,Flat,Mumbai,0,New,Andheri,High,Mid Floor
