location_area,direction,category,places,place_count
Parel,West,Other,"[""Palladium""]",1
Parel,West,Other,"[""Nipponzhan Myohoji""]",1
Parel,West,ATM,"[""Sbi ATM""]",1
Parel,West,Other,"[""Reliance Life Sciences Pvt. Ltd""]",1
Parel,West,Hospital,"[""Bosco Nursing Home and Ent Research Centre""]",1
Parel,West,Hospital,"[""Peoples Mobile Hospitals""]",1
Parel,West,Hospital,"[""ESIS Hospital WORLI""]",1
Parel,West,Hospital,"[""Poddar Hospital""]",1
Parel,West,Clinic,"[""Nirmal Clinic""]",1
Parel,West,Hospital,"[""Worli Hospital For Women""]",1
Parel,West,Clinic,"[""CGHS Dispensary No.3 Worli""]",1
Parel,West,Clinic,"[""Radhakrishna Clinic. Dr Bina Pansare""]",1
Parel,West,Other,"[""Chemist""]",1
Parel,West,Railway Station,"[""Worliway Service Station""]",1
Parel,West,Commercial / Office,"[""Rbs office bank""]",1
Parel,West,Bank,"[""Kotak mahindra bank""]",1
Parel,West,Food & Beverage,"[""Starbucks""]",1
Parel,West,FastFood/Restaurant,"[""Domino's Pizza""]",1
Parel,West,Bar,"[""The Bar Stock Exchange""]",1
Parel,West,Other,"[""Bombay Canteen""]",1
Parel,West,Cafe,"[""Cafe Coffee Day""]",1
Parel,West,Other,"[""Hard Rock""]",1
Parel,West,Other,"[""Shiro""]",1
Parel,West,Other,"[""Blue Frog""]",1
Parel,West,Transport Hub,"[""Delhi Highway""]",1
Parel,West,Bar,"[""Barking Deer""]",1
Parel,West,Other,"[""TOIT Brewery Taproom and Kitchen""]",1
Parel,West,Other,"[""White owl""]",1
Parel,West,Other,"[""Social""]",1
Parel,West,FastFood/Restaurant,"[""California Pizza Kitchen""]",1
Parel,West,Other,"[""Riso""]",1
Parel,West,Other,"[""Firki""]",1
Parel,West,Food & Beverage,"[""Burger King""]",1
Parel,West,FastFood/Restaurant,"[""McDonald's""]",1
Parel,West,Other,"[""SpiceKlub""]",1
Parel,West,Cafe,"[""Cafe Waah Maratha""]",1
Parel,West,Other,"[""ASILO""]",1
Parel,West,Bar,"[""Aer Rooftop Bar""]",1
Parel,West,Other,"[""The Learning Curve Worli""]",1
Parel,West,School,"[""Sunrise Play School""]",1
Parel,West,School,"[""Kamaladevi Gobindram Tahiliani High School""]",1
Parel,West,Institute,"[""Sasmira's Institute of Management Studies and Research""]",1
Parel,West,Institute,"[""Sasmira's Institute of Man-made Textiles""]",1
Parel,West,School,"[""Prabhadevi Municipal School""]",1
Parel,West,School,"[""Worli Seaface Municipal School""]",1
Parel,West,School,"[""KASTURBA GANDHI MUNICIPAL SCHOOL""]",1
Parel,West,School,"[""The True School Of Music""]",1
Parel,West,Railway Station,"[""Lower parel railway station"", ""Parel railway station""]",2
Parel,West,Railway Station,"[""Prabhadevi Railway Station"", ""Prabhadevi railway station""]",2
Parel,West,Metro Station,"[""Mahalaxmi Metro Station""]",1
Parel,West,Other,"[""Grand Galleria""]",1
Parel,West,Transport Hub,"[""Eastern Express Highway""]",1
Parel,West,School,"[""Star Wonders School""]",1
Parel,West,University,"[""RD Digital University""]",1
Parel,West,Hospital,"[""BMC Hospital""]",1
Parel,West,Airport,"[""Shivaji Maharaj Intl Airport""]",1
Parel,West,Commercial Complex,"[""Pinnacle Business Park""]",1
Parel,West,Speciality Hospital,"[""ITC Grand Central""]",1
Parel,West,Other,"[""KidZania Mumbai""]",1
Parel,West,Other,"[""The Bombay Presidency Golf Club1""]",1
Parel,West,Sports Facility,"[""Mahalaxmi Sports Stadium""]",1
Parel,West,Tourist Place,"[""Dadar Beach""]",1
Parel,West,Religious Place,"[""Buddhist Temple""]",1
Parel,West,Hospital,"[""Laxmi Niwas General Hospital""]",1
Parel,West,Hospital,"[""Punamiya Hospital"", ""Punamiya Hospital Mumbai""]",2
Parel,West,Hospital,"[""Gorai Naka Nalasopara Zoya Hospital""]",1
Parel,West,Other,"[""K B Haji Bachooali Charitable Ophthalmic and E N T H""]",1
Parel,West,Hospital,"[""Siddivinayak Healthcare Pvt Ltd""]",1
Parel,West,Clinic,"[""Dr Chetan Shetty- Birth & Beyond Clinic Clinic""]",1
Parel,West,Hospital,"[""Dr.Palep's Priyank Maternity Nursing Home""]",1
Parel,West,Hospital,"[""Varad Medical Centre""]",1
Parel,West,Bank,"[""Yes bank""]",1
Parel,West,Bank,"[""Sbi bank""]",1
Parel,West,Bank,"[""Mitradham bank""]",1
Parel,West,Entertainment,"[""Bharatmata Cinema""]",1
Parel,West,Railway Station,"[""Currey road railway station""]",1
Parel,West,Other,"[""Lower Parel""]",1
Parel,West,Other,"[""High street Phoenix""]",1
Parel,West,School,"[""Holy Cross High School""]",1
Parel,West,School,"[""JSCN Int.School""]",1
Parel,West,Religious Place,"[""Mahalaxmi Temple""]",1
Parel,West,Hospital,"[""Kem Hospital""]",1
Parel,West,Hospital,"[""Wockhardt Hospital""]",1
Parel,West,Bank,"[""HDFC Bank""]",1
Parel,West,Bank,"[""DCB Bank""]",1
Parel,West,Commercial Complex,"[""Peninsula Business Park""]",1
Parel,West,Other,"[""Mahendra Tower""]",1
Parel,West,Hotel,"[""Four Seasons Hotel""]",1
Parel,West,Hotel,"[""St.Regis Hotel""]",1
Parel,West,Healthcare,"[""Ipc Heart Care""]",1
Parel,West,Hospital,"[""Mhaskar Hospital""]",1
Parel,West,Healthcare,"[""St Jude India ChildCare Centres""]",1
Parel,West,Other,"[""Tasting Room""]",1
Parel,West,Cafe,"[""Light House Cafe""]",1
Parel,West,Hospital,"[""Dr Nerurkars Harish Nursing Home""]",1
Parel,West,Hospital,"[""Harish Nursing Home""]",1
Parel,West,Healthcare,"[""Sankalp Eye Care Centre""]",1
Parel,West,Hospital,"[""Global Hospital Super Speciality and Transplant Center""]",1
Parel,West,Railway Station,"[""Chinchpokli railway station""]",1
Parel,West,Hospital,"[""Anand Niketan Hospital""]",1
Parel,West,School,"[""Worli Naka Upper Primary School-Tamil""]",1
Parel,East,Railway Station,"[""Mumbai Sewri Railway Station""]",1
Parel,East,Metro Station,"[""Ambedkar Nagar Metro Station""]",1
Parel,East,Mall,"[""Phoenix Palladium Mall""]",1
Parel,East,Other,"[""Eastern Fwy""]",1
Parel,East,School,"[""Fatima High School""]",1
Parel,East,College,"[""M D College""]",1
Parel,East,Hospital,"[""King Edward Memorial Hospital""]",1
Parel,East,Airport,"[""CSM Intl Airport""]",1
Parel,East,Speciality Hospital,"[""One World Center""]",1
Parel,East,Speciality Hospital,"[""ITC Grand Central""]",1
Parel,East,Other,"[""The Bombay Presidency Golf Club""]",1
Parel,East,Sports Facility,"[""Wankhede Stadium""]",1
Parel,East,Tourist Place,"[""Prabhadevi Beach""]",1
Parel,East,Other,"[""Palladium""]",1
Parel,East,ATM,"[""Sbi ATM""]",1
Parel,East,Hospital,"[""Dr Nerurkars Harish Nursing Home""]",1
Parel,East,Hospital,"[""Harish Nursing Home""]",1
Parel,East,Hospital,"[""Mhaskar Hospital""]",1
Parel,East,Clinic,"[""Radhakrishna Clinic. Dr Bina Pansare""]",1
Parel,East,Healthcare,"[""Sankalp Eye Care Centre""]",1
Parel,East,Clinic,"[""Nirmala Maternity and Surgical Hospital with Polyclinic""]",1
Parel,East,Healthcare,"[""Ipc Heart Care""]",1
Parel,East,Hospital,"[""Samadhan Diagnostic Centre""]",1
Parel,East,Clinic,"[""N S Optical Contact Lens Clinic Ghatkopar""]",1
Parel,East,Hospital,"[""Om Shanti Churchgate J.D.F Mumbai Medical Centre Trust""]",1
Parel,East,Hospital,"[""Astha Nursing Home""]",1
Parel,East,Hospital,"[""Aryan Hospital and Icu""]",1
Parel,East,Hospital,"[""Kasturba Hospital""]",1
Parel,East,Hospital,"[""Global Hospital Super Speciality and Transplant Center""]",1
Parel,East,Hospital,"[""Anand Niketan Hospital""]",1
Parel,East,Clinic,"[""Dr Chetan Shetty- Birth & Beyond Clinic Clinic""]",1
Parel,East,Healthcare,"[""St Jude India ChildCare Centres""]",1
Parel,East,Entertainment,"[""Bharatmata Cinema""]",1
Parel,East,Bank,"[""Kotak mahindra bank""]",1
Parel,East,Commercial / Office,"[""Rbs office bank""]",1
Parel,East,Other,"[""Social""]",1
Parel,East,Other,"[""Firki""]",1
Parel,East,Other,"[""Riso""]",1
Parel,East,Other,"[""SpiceKlub""]",1
Parel,East,Bar,"[""Barking Deer""]",1
Parel,East,Other,"[""TOIT Brewery Taproom and Kitchen""]",1
Parel,East,Food & Beverage,"[""Burger King""]",1
Parel,East,FastFood/Restaurant,"[""California Pizza Kitchen""]",1
Parel,East,FastFood/Restaurant,"[""McDonald's""]",1
Parel,East,Transport Hub,"[""Delhi Highway""]",1
Parel,East,Other,"[""ASILO""]",1
Parel,East,Other,"[""Blue Frog""]",1
Parel,East,Cafe,"[""Cafe Coffee Day""]",1
Parel,East,Other,"[""Tasting Room""]",1
Parel,East,Other,"[""Bombay Canteen""]",1
Parel,East,Bar,"[""Aer Rooftop Bar""]",1
Parel,East,School,"[""The True School Of Music""]",1
Parel,East,School,"[""Napoo High School""]",1
Parel,East,School,"[""VLN High School""]",1
Parel,East,School,"[""Worli Naka Upper Primary School-Tamil""]",1
Parel,East,College,"[""Sneha lata Rane Girls High School and Junior College""]",1
Parel,East,School,"[""KASTURBA GANDHI MUNICIPAL SCHOOL""]",1
Parel,East,Railway Station,"[""Lower parel railway station""]",1
Parel,East,Railway Station,"[""Currey road railway station""]",1
Parel,East,Railway Station,"[""Chinchpokli railway station""]",1
Parel,East,Railway Station,"[""Mint colony railway station""]",1
Ghatkopar,East,Religious Place,"[""Shrimad rajchandra gyan mandir""]",1
Ghatkopar,East,Religious Place,"[""ganesh mandir"", ""ganpati mandir"", ""Ganesh Mandir""]",3
Ghatkopar,East,Religious Place,"[""Siddhivinayak Temple""]",1
Ghatkopar,East,Other,"[""St. Anthony's Chaple""]",1
Ghatkopar,East,Hospital,"[""Dr. Trivedi's Maternity Nursing Home & Aakar IVF Test Tube Baby Centre""]",1
Ghatkopar,East,Hospital,"[""Asha Polyclinic and Sheetal Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Ashirvaad Heart Hospital"", ""Ashirwad Heart Hospital""]",2
Ghatkopar,East,Healthcare,"[""Hiren Mehta Eye Care Centre"", ""Mehta Eye Clinic Pvt Ltd""]",2
Ghatkopar,East,Hospital,"[""Eye Essential Hospital""]",1
Ghatkopar,East,Hospital,"[""Kamdar Nursing Home and Polyclinic Pvt. Ltd.""]",1
Ghatkopar,East,Hospital,"[""Dr Mehta Nursing Home""]",1
Ghatkopar,East,Clinic,"[""Jain Eye Clinic""]",1
Ghatkopar,East,Speciality Hospital,"[""Advanced Orthopaedic and Super Speciality Center""]",1
Ghatkopar,East,Hospital,"[""Bakul Parekh Children Hospital""]",1
Ghatkopar,East,Hospital,"[""Saraswati Eye Hospital Mumbai""]",1
Ghatkopar,East,Hospital,"[""Ashwini Maternity and Surgical Hospital Ghatkopar E""]",1
Ghatkopar,East,Speciality Hospital,"[""Mandakini Nuclear Imaging Centre""]",1
Ghatkopar,East,Speciality Hospital,"[""Cg Eye Foundaton and Shree Ghatkopar Brahman Samaj""]",1
Ghatkopar,East,Healthcare,"[""Ami Drashti Eye Care Centre""]",1
Ghatkopar,East,Hospital,"[""Vikas Fracture Clinic and Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Dewang Nursing Home Pvt. Ltd.""]",1
Ghatkopar,East,Hospital,"[""Tara Neo Surg Hospital""]",1
Ghatkopar,East,Hospital,"[""Dr. Prakash Doshis Fracture and Orthopaedic Nursing Home""]",1
Ghatkopar,East,Speciality Hospital,"[""The Eye Super Specialities""]",1
Ghatkopar,East,Speciality Hospital,"[""Varun Cardiac Clinic""]",1
Ghatkopar,East,Hospital,"[""Vatsal Nicu and Childrens Hospital""]",1
Ghatkopar,East,Hospital,"[""Excel Ent Hospital""]",1
Ghatkopar,East,Hospital,"[""Dr. Dipak Desai's Ear Nose and Throat Hospital""]",1
Ghatkopar,East,Hospital,"[""Rajawadi Hospital""]",1
Ghatkopar,East,Hospital,"[""Doshi Nursing Home""]",1
Ghatkopar,East,Clinic,"[""Parekh Eye Clinic and Child Clinic""]",1
Ghatkopar,East,Hospital,"[""Shreeji Hospital Ghatkopar""]",1
Ghatkopar,East,Hospital,"[""Mahaveer Nursing Home Mumbai""]",1
Ghatkopar,East,Hospital,"[""H.J. Doshi Ghatkopar Hindu Sabha Hospital""]",1
Ghatkopar,East,Hospital,"[""Jeevan Jyot Hospital"", ""Jeevan Jyot Hospital and Nursing Home""]",2
Ghatkopar,East,Hospital,"[""bhavin medical stores""]",1
Ghatkopar,East,Bank,"[""Induslnd bank""]",1
Ghatkopar,East,Bank,"[""Icici bank""]",1
Ghatkopar,East,Bank,"[""Arihant co-op bank""]",1
Ghatkopar,East,Bank,"[""New india co -op bank""]",1
Ghatkopar,East,Cafe,"[""Cafe Coffee Day""]",1
Ghatkopar,East,Speciality Hospital,"[""Agarwal Juice Centre""]",1
Ghatkopar,East,Restaurant,"[""Gurukrupa Restaurant""]",1
Ghatkopar,East,Restaurant,"[""Achija Restaurant""]",1
Ghatkopar,East,Hotel,"[""puspa vihar hotel""]",1
Ghatkopar,East,Hotel,"[""Hotel Popular""]",1
Ghatkopar,East,College,"[""K. J. Somaiya College Of Arts And Commerce"", ""K. J. Somaiya College""]",2
Ghatkopar,East,Other,"[""Rass HSE""]",1
Ghatkopar,East,Hospital,"[""Dr Chauhans Sanjeevani Hospital"", ""sanjeevan hospital""]",2
Ghatkopar,East,Hospital,"[""Mumbai Heart Clinic Associate of Rane Hospital Pvt Ltd""]",1
Ghatkopar,East,Clinic,"[""Clinic""]",1
Ghatkopar,East,Hospital,"[""Kankal Hospital Child Specialist""]",1
Ghatkopar,East,Bank,"[""Indian overseas bank"", ""Indian bank""]",2
Ghatkopar,East,Other,"[""Sadguru""]",1
Ghatkopar,East,Railway Station,"[""Vidya vihar railway station""]",1
Ghatkopar,East,Railway Station,"[""Railway Station""]",1
Ghatkopar,East,Metro Station,"[""Metro Station""]",1
Ghatkopar,East,Market,"[""Market""]",1
Ghatkopar,East,Institute,"[""Educational Institute""]",1
Ghatkopar,East,Hospital,"[""Hospital""]",1
Ghatkopar,East,Airport,"[""International Airport"", ""International & Domestic Airports""]",2
Ghatkopar,East,Bank,"[""Bank"", ""All bank""]",2
Ghatkopar,East,Railway Station,"[""Police Station""]",1
Ghatkopar,East,Commercial / Office,"[""Post Office""]",1
Ghatkopar,East,Religious Place,"[""Noori Masjid""]",1
Ghatkopar,East,Other,"[""Gulshan Baug""]",1
Ghatkopar,East,Other,"[""dr. baba saheb ambedkar udhhan""]",1
Ghatkopar,East,Religious Place,"[""Masjid""]",1
Ghatkopar,East,Religious Place,"[""Nurani Masjid""]",1
Ghatkopar,East,ATM,"[""State bamk atm chheda nagar""]",1
Ghatkopar,East,Bank,"[""Hdfc bank ATM""]",1
Ghatkopar,East,Other,"[""DR KHANPTHAN""]",1
Ghatkopar,East,Hospital,"[""Noble Medicals""]",1
Ghatkopar,East,Hospital,"[""Anu Medicals""]",1
Ghatkopar,East,Transport Hub,"[""National Highway Trucking Center""]",1
Ghatkopar,East,Mall,"[""Shahakar Plaza""]",1
Ghatkopar,East,Entertainment,"[""NATRAJ CINEMA""]",1
Ghatkopar,East,ATM,"[""Mahatma nagar""]",1
Ghatkopar,East,Other,"[""Ccd"", ""CCD""]",2
Ghatkopar,East,Other,"[""Deepshika""]",1
Ghatkopar,East,Cafe,"[""Ram cafe""]",1
Ghatkopar,East,Restaurant,"[""SADGURU RESTAURANT""]",1
Ghatkopar,East,School,"[""Modern English School""]",1
Ghatkopar,East,Other,"[""Anukool circulating library""]",1
Ghatkopar,East,Religious Place,"[""Temple""]",1
Ghatkopar,East,Religious Place,"[""jalaram mandir""]",1
Ghatkopar,East,Religious Place,"[""Tahera Masjid""]",1
Ghatkopar,East,Religious Place,"[""Hanuman Temple"", ""Hanuman Mandir"", ""Hanuman mandir""]",3
Ghatkopar,East,Religious Place,"[""Shiv Mandir""]",1
Ghatkopar,East,Hospital,"[""Dr. Bhanushalis Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Shree Sukh Shanti Hospital""]",1
Ghatkopar,East,Hospital,"[""Dr Sonagra Medical and Surgical Centre""]",1
Ghatkopar,East,Hospital,"[""new life hospital""]",1
Ghatkopar,East,Hospital,"[""Nachiketa Health Care Center""]",1
Ghatkopar,East,Clinic,"[""Dr. Savlas Stone Clinic And Endoscopy Centre""]",1
Ghatkopar,East,Hospital,"[""Kedia Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Shradha Heart Hospital""]",1
Ghatkopar,East,Hospital,"[""Jeevandeep Children Hospital Mumbai""]",1
Ghatkopar,East,Hospital,"[""Nulife Hospital Mumbai""]",1
Ghatkopar,East,Speciality Hospital,"[""Clear Vision Eye Center""]",1
Ghatkopar,East,Hospital,"[""Jivdaya Hospital""]",1
Ghatkopar,East,Hospital,"[""Dr Sule's Vaibhav Polyclinic and Siddharth Nursing Home""]",1
Ghatkopar,East,Clinic,"[""Sanghavi Eye Clinic""]",1
Ghatkopar,East,Hospital,"[""Pasaydan Hospital and Trust""]",1
Ghatkopar,East,Hospital,"[""Vivek Maternity and Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Disha Hospital""]",1
Ghatkopar,East,Hospital,"[""Abhishek Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Vatsalya Maternity and Surgical Nursing Home"", ""Sona Maternity and Surgical Nursing Home""]",2
Ghatkopar,East,Hospital,"[""Dr. Vinod B Joshi Maternity Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Sanjeevani Nursing Home""]",1
Ghatkopar,East,Clinic,"[""Ascent Clinic""]",1
Ghatkopar,East,Hospital,"[""Medico Surgical Clinic and Hospital""]",1
Ghatkopar,East,Institute,"[""The Metropolitan Heart Institute and Research Centre""]",1
Ghatkopar,East,Hospital,"[""Noble Hospital Ghatkopar""]",1
Ghatkopar,East,Hospital,"[""Navnirman Maternity and Surgical Hospital""]",1
Ghatkopar,East,Hospital,"[""muktabai hospital""]",1
Ghatkopar,East,Hospital,"[""Zynova Heart Hospital""]",1
Ghatkopar,East,Hospital,"[""Sarvodaya Hospital""]",1
Ghatkopar,East,Healthcare,"[""Amar Jyot Eye Care Centre""]",1
Ghatkopar,East,Hospital,"[""Matangi Nursing Home""]",1
Ghatkopar,East,Hospital,"[""Shanti Nursing Home Mumbai""]",1
Ghatkopar,East,Commercial / Office,"[""Neelkanth Corporate IT Park"", ""Neelkanth Business Park""]",2
Ghatkopar,East,Other,"[""Ghatkopar"", ""GHATKOPAR""]",2
Ghatkopar,East,Restaurant,"[""Jai Bhavani Restaurant""]",1
Ghatkopar,East,Speciality Hospital,"[""Garodia International Centre for Learning Mumbai""]",1
Ghatkopar,East,Railway Station,"[""Ghatkopar railway station"", ""Ghatkopar Railway Station"", ""Ghatkopar Metro Station""]",3
Ghatkopar,East,Mall,"[""R City Mall""]",1
Ghatkopar,East,Transport Hub,"[""Eastern Express Highway""]",1
Ghatkopar,East,School,"[""Sheth Virchand Dhanji Secondary School"", ""Sheth Virchand Dhanji Sec School""]",2
Ghatkopar,East,University,"[""Somaiya Vidyavihar University"", ""Somaiya Vidyavihar Uni"", ""Somaiya School & College""]",3
Ghatkopar,East,Hospital,"[""Supreme Multi Speciality Hospital""]",1
Ghatkopar,East,Airport,"[""Chhatrapati Shivaji Maharaj Airport"", ""Chhatrapati Shivaji Maharaj Int Airport"", ""Chhatrapati Shivaji Airport""]",3
Ghatkopar,East,Commercial Complex,"[""Kanakia Zillion Office Complex""]",1
Ghatkopar,East,Hotel,"[""Taj The Trees Hotel""]",1
Ghatkopar,East,Other,"[""The Bombay Presidency Golf Club"", ""The Bombay Presidency Golf Club Ltd""]",2
Ghatkopar,East,Sports Facility,"[""Multipurpose Indoor Stadium""]",1
Ghatkopar,East,Market,"[""Vidya Vihar West"", ""DMart Vidyavihar West""]",2
Ghatkopar,East,Other,"[""Technologies Pvt. Ltd""]",1
Ghatkopar,East,Other,"[""Proteus Infotech""]",1
Ghatkopar,East,Hospital,"[""Khushal Hospital and Maternity Home""]",1
Ghatkopar,East,Clinic,"[""CGHS Dispensary No.6 Ghatkopar""]",1
Ghatkopar,East,Hospital,"[""Sapna Health Care Centre Pvt Ltd""]",1
Ghatkopar,East,Other,"[""Bhau Vada Pav""]",1
Ghatkopar,East,College,"[""Ramniranjan Jhunjhunwala College""]",1
Ghatkopar,East,Hospital,"[""Dadasaheb Gaikwad BMC Hospital""]",1
Ghatkopar,East,Bus Stop,"[""Ghatkopar BEST Bus Depot""]",1
Ghatkopar,East,Market,"[""Phoenix Marketcity Mall"", ""Phoenix Market City"", ""Phoenix Marketcity""]",3
Ghatkopar,East,Hospital,"[""Zynova Shalby Hospital""]",1
Ghatkopar,East,Speciality Hospital,"[""Vatika Business Centre""]",1
Ghatkopar,East,Speciality Hospital,"[""City centre""]",1
Ghatkopar,East,Other,"[""Panbai International""]",1
Ghatkopar,East,University,"[""University of Mumbai"", ""Mumbai University""]",2
Ghatkopar,East,Other,"[""Zen Multi Speciality""]",1
Ghatkopar,East,Other,"[""Chhatrapati Shivaji""]",1
Ghatkopar,East,Commercial / Office,"[""Dani Corporate""]",1
Ghatkopar,East,Other,"[""Sofitel Mumbai""]",1
Ghatkopar,East,Other,"[""Snow World"", ""Snow Kingdom""]",2
Ghatkopar,East,Other,"[""Bombay Presidency""]",1
Ghatkopar,East,Sports Facility,"[""The Urban Stadium""]",1
Ghatkopar,East,Other,"[""Kurla""]",1
Ghatkopar,East,Mall,"[""R Odeon Mall"", ""R.Odeon Mall""]",2
Ghatkopar,East,Other,"[""Sheth Virchand Dhanji""]",1
Ghatkopar,East,Hospital,"[""Parakh Hospital""]",1
Ghatkopar,East,Other,"[""CSM""]",1
Ghatkopar,East,Speciality Hospital,"[""Dhoot Business"", ""Dhoot Business Centre""]",2
Ghatkopar,East,Other,"[""Taj The Trees""]",1
Ghatkopar,East,Other,"[""Police Hockey Ground""]",1
Ghatkopar,East,Clinic,"[""Furia's Eye Clinic""]",1
Ghatkopar,East,Hospital,"[""nidan hospital""]",1
Ghatkopar,East,Hospital,"[""Satyam Hospital""]",1
Ghatkopar,East,Hospital,"[""Amruta Surgical and Maternity Home""]",1
Ghatkopar,East,Railway Station,"[""Andheri Station""]",1
Ghatkopar,East,Mall,"[""K Star Mall""]",1
Ghatkopar,East,Transport Hub,"[""Eastern Freeway"", ""Eastern Expressway""]",2
Ghatkopar,East,College,"[""Anwa College""]",1
Ghatkopar,East,School,"[""St. Gregorios High School""]",1
Ghatkopar,East,Hospital,"[""BARC Hospital""]",1
Ghatkopar,East,Airport,"[""CSMI Airport""]",1
Ghatkopar,East,Park,"[""Joggers Park""]",1
Ghatkopar,East,Commercial Complex,"[""Kohinoor Business Park""]",1
Ghatkopar,East,Commercial Complex,"[""Powai Supreme Business Park""]",1
Ghatkopar,East,Tourist Place,"[""Mahim Beach""]",1
Ghatkopar,East,Railway Station,"[""Chembur Stations""]",1
Ghatkopar,East,Other,"[""Chembur Monorail""]",1
Ghatkopar,East,Other,"[""R City""]",1
Ghatkopar,East,Transport Hub,"[""Santacruz Chembur Link Road""]",1
Ghatkopar,East,Other,"[""Vidyavihar""]",1
Ghatkopar,East,Other,"[""JVLR""]",1
Ghatkopar,East,School,"[""Garodia ICSW School"", ""Garodia Intl. School""]",2
Ghatkopar,East,School,"[""Fatima High School""]",1
Ghatkopar,East,Hospital,"[""Kohinoor Hospital""]",1
Ghatkopar,East,Other,"[""Metalife""]",1
Ghatkopar,East,Metro Station,"[""Vivo ghatkopar metro station"", ""Vivo Ghatkopar Metro Station""]",2
Ghatkopar,East,Speciality Hospital,"[""Suyog Urology Centre""]",1
Ghatkopar,East,Hospital,"[""Shantiniketan Hospital""]",1
Ghatkopar,East,Hospital,"[""Matoshree Ramabai Maternity BMC Hospital""]",1
Ghatkopar,East,Entertainment,"[""Shreyas Cinema""]",1
Ghatkopar,East,Bank,"[""Andhra bank""]",1
Ghatkopar,East,Other,"[""Aripit""]",1
Ghatkopar,East,Other,"[""Abhinandan""]",1
Ghatkopar,East,Other,"[""Hubble""]",1
Ghatkopar,East,Other,"[""Prince Tech Solutions""]",1
Ghatkopar,East,Market,"[""bhaji & machhi market""]",1
Ghatkopar,East,Religious Place,"[""Marthoma Church""]",1
Ghatkopar,East,Religious Place,"[""Sai Baba Mandir"", ""Sai baba Mandir""]",2
Ghatkopar,East,Religious Place,"[""Shiva Temple""]",1
Ghatkopar,East,Religious Place,"[""Datt Mandir""]",1
Ghatkopar,East,Religious Place,"[""Bhuadha mandir""]",1
Ghatkopar,East,Other,"[""Anand Buddha Vihar"", ""Buddha vihar""]",2
Ghatkopar,East,Religious Place,"[""Sngc mandira samiti""]",1
Ghatkopar,East,Hospital,"[""Kolekar Nursing Home""]",1
Ghatkopar,East,Clinic,"[""Dr. Chen Dental Clinic""]",1
Ghatkopar,East,Hospital,"[""Aditya Health Care Hospital""]",1
Ghatkopar,East,Clinic,"[""Ashirwad Hospital and Polyclinic""]",1
Ghatkopar,East,Other,"[""Bba""]",1
Ghatkopar,East,Other,"[""AMAN""]",1
Ghatkopar,East,Hospital,"[""Dr. Ashfaque Shah's City Hospital""]",1
Ghatkopar,East,Clinic,"[""Bhatti Eye Clinic""]",1
Ghatkopar,East,Hospital,"[""jonsons diagnostics""]",1
Ghatkopar,East,Hospital,"[""Jhonsons Diagnostics""]",1
Ghatkopar,East,Bar,"[""Dr Babar""]",1
Ghatkopar,East,Hospital,"[""Narurkar Ent Hospital""]",1
Ghatkopar,East,Other,"[""Dr.Suresh C Anand""]",1
Ghatkopar,East,Hospital,"[""Sumitra Eye Hospital""]",1
Ghatkopar,East,Hospital,"[""Amarnath Multidisciplinary Children's Hospital""]",1
Ghatkopar,East,Hospital,"[""Shivaji Nagar Muncipal Hospital""]",1
Ghatkopar,East,Hospital,"[""Deonar Maternity Home""]",1
Ghatkopar,East,Hospital,"[""Niramaya General Hospital""]",1
Ghatkopar,East,Bus Stop,"[""Govandi Bus Depot""]",1
Ghatkopar,East,Bank,"[""Bank of narayana guru""]",1
Ghatkopar,East,Bank,"[""Sngc bank""]",1
Ghatkopar,East,Bank,"[""State bank of india""]",1
Ghatkopar,East,Bar,"[""king bar""]",1
Ghatkopar,East,FastFood/Restaurant,"[""Domino's Pizza""]",1
Ghatkopar,East,Bar,"[""hanuman bar""]",1
Ghatkopar,East,Restaurant,"[""Jyoti restaurant""]",1
Ghatkopar,East,Cafe,"[""Cold Cafee""]",1
Ghatkopar,East,Speciality Hospital,"[""Ganesh Tea Center""]",1
Ghatkopar,East,Restaurant,"[""Lucky restaurant""]",1
Ghatkopar,East,Other,"[""vadhavi resturant""]",1
Ghatkopar,East,Other,"[""ram class""]",1
Ghatkopar,East,Food & Beverage,"[""China Bistro""]",1
Ghatkopar,East,Cafe,"[""Cafe Faizal""]",1
Ghatkopar,East,Food & Beverage,"[""India Bistro""]",1
Ghatkopar,East,Other,"[""Shubalaxmi""]",1
Ghatkopar,East,Other,"[""iqbal azmi""]",1
Ghatkopar,East,Speciality Hospital,"[""National Job Development Center""]",1
Ghatkopar,East,Railway Station,"[""Govandi railway station""]",1
Ghatkopar,East,University,"[""St Paul University""]",1
Ghatkopar,East,School,"[""Mumbai Public School""]",1
Ghatkopar,East,Other,"[""Regus""]",1
Ghatkopar,East,Hotel,"[""T2 Beacon Hotel""]",1
Ghatkopar,East,Railway Station,"[""Kharghar Valley Golf Course""]",1
Ghatkopar,East,Other,"[""Shaheed Smarak Sabhagruha""]",1
Ghatkopar,East,Other,"[""The Chembur Gymkhana""]",1
Ghatkopar,East,School,"[""The Universal School""]",1
