location_area,direction,category,places,place_count
Mulund,West,Metro Station,"[""Aarey Metro Station""]",1
Mulund,West,College,"[""Mulund College of Commerce""]",1
Mulund,West,Commercial Complex,"[""Sunrise Business Park""]",1
Mulund,West,Other,"[""The Bombay Presidency Golf Club""]",1
Mulund,West,Market,"[""Apna Bazaar""]",1
Mulund,West,School,"[""SS Vaze School""]",1
Mulund,West,Hospital,"[""Pragati Hospital""]",1
Mulund,West,Airport,"[""International Airport""]",1
Mulund,West,Park,"[""Mun Park""]",1
Mulund,West,Hotel,"[""Hotel Jasneel""]",1
Mulund,West,Other,"[""The Food Studio""]",1
Mulund,West,School,"[""JBCN International School""]",1
Mulund,West,School,"[""Amber International School""]",1
Mulund,West,Other,"[""The Westin Mumbai Powai Lake""]",1
Mulund,West,Metro Station,"[""Checknaka Metro Station""]",1
Mulund,West,Mall,"[""Vivana Mall""]",1
Mulund,West,Other,"[""Wagle Estate""]",1
Mulund,West,Park,"[""Deshmukh Garden""]",1
Mulund,West,Other,"[""Kalidas Auditorium""]",1
Mulund,West,Other,"[""PVR Mulund""]",1
Mulund,West,Other,"[""Yogi Hills""]",1
Mulund,West,Hospital,"[""Anant Seva Hospital""]",1
Mulund,West,Other,"[""Kamgar Kalyan Kendra""]",1
Mulund,West,FastFood/Restaurant,"[""Fuel Fast Food""]",1
Mulund,West,College,"[""Gyan Sadhna College""]",1
Mulund,West,Religious Place,"[""Bal Rajeshwar Mandir""]",1
Mulund,West,Other,"[""Mulund Check Naka""]",1
Mulund,West,Religious Place,"[""Gurudwara Sri Dashmesh Darbar""]",1
Mulund,West,Hospital,"[""HIGHWAY HOSPITAL""]",1
Mulund,West,Entertainment,"[""Cinemax""]",1
Mulund,West,Other,"[""Saiemaas""]",1
Mulund,West,Other,"[""Big Bazar""]",1
Mulund,West,Other,"[""Ambe Meher""]",1
Mulund,West,Other,"[""Kalidas Natyagruh""]",1
Mulund,West,Metro Station,"[""Kurar Metro Station""]",1
Mulund,West,Commercial Complex,"[""Jay Commercial Plaza""]",1
Mulund,West,School,"[""St.Gregorios Public School""]",1
Mulund,West,Other,"[""Jagruti Nagar""]",1
Mulund,West,School,"[""Seven Isles Int. School""]",1
Mulund,West,Other,"[""Swatantryaveer""]",1
Mulund,West,Speciality Hospital,"[""Gomathi Eye & Cornea Centre""]",1
Mulund,West,Hospital,"[""Samarth Maternity and Nursing Home""]",1
Mulund,West,Hospital,"[""Ambaji Medical""]",1
Mulund,West,Commercial / Office,"[""Campus Hotel""]",1
Mulund,East,Religious Place,"[""Swaminarayan Temple""]",1
Mulund,East,Religious Place,"[""Datt Mandir""]",1
Mulund,East,Religious Place,"[""Maruti Mandir""]",1
Mulund,East,Religious Place,"[""Ganesh Temple"", ""Kala Ganeshji Temple"", ""Ganesh Mandir""]",3
Mulund,East,Religious Place,"[""SiddhiVinayak Temple Mulund""]",1
Mulund,East,Religious Place,"[""Shankarji Mandir""]",1
Mulund,East,Religious Place,"[""Jhulelal Mandir""]",1
Mulund,East,Religious Place,"[""RPF temple""]",1
Mulund,East,Religious Place,"[""Jain Derasar""]",1
Mulund,East,Bank,"[""State bank of india ATM""]",1
Mulund,East,Clinic,"[""Dr Torsekar's Skin Clinic""]",1
Mulund,East,Hospital,"[""Shushrusha Hospital and Icu"", ""Shushrusha Hospital""]",2
Mulund,East,Hospital,"[""Maruti Nursing Home""]",1
Mulund,East,Hospital,"[""Ashirwad Critical Care Unit & Multi speciality""]",1
Mulund,East,Hospital,"[""Maher Maternity and Nursing Home Mumbai""]",1
Mulund,East,Hospital,"[""Omkar Surgical and Maternity Home"", ""Omkar Surgical & Maternity Home""]",2
Mulund,East,Other,"[""Aaditya Netralaya""]",1
Mulund,East,Speciality Hospital,"[""Matrix German therapy center""]",1
Mulund,East,Healthcare,"[""Omkar Eye Care Center""]",1
Mulund,East,Clinic,"[""CLINICO PATHO LAB"", ""Clinico Patho Lab""]",2
Mulund,East,Other,"[""NARAYAN SEVA MANDAL""]",1
Mulund,East,Hospital,"[""Samarth Maternity and Nursing Home""]",1
Mulund,East,Other,"[""Symphoney""]",1
Mulund,East,Other,"[""Liberty""]",1
Mulund,East,Hospital,"[""Ambaji Medical Store""]",1
Mulund,East,Railway Station,"[""Mulund Bus Station"", ""Mulund railway station"", ""Mulund Railway Station""]",3
Mulund,East,Bank,"[""Idbi bank""]",1
Mulund,East,Bank,"[""State bank of india mulund e""]",1
Mulund,East,Bank,"[""New india co. op. bank""]",1
Mulund,East,Bank,"[""Dena bank""]",1
Mulund,East,Bank,"[""Axis bank""]",1
Mulund,East,Other,"[""Surya snacks pure veg""]",1
Mulund,East,Other,"[""Mandap""]",1
Mulund,East,Hotel,"[""Prashant Hotel""]",1
Mulund,East,Other,"[""Annapurna""]",1
Mulund,East,Hotel,"[""Ruchi Hotel""]",1
Mulund,East,Other,"[""Golden Vadapav""]",1
Mulund,East,Cafe,"[""Pokket Cafe""]",1
Mulund,East,Hotel,"[""Hotel Kapil""]",1
Mulund,East,FastFood/Restaurant,"[""Domino's Piza""]",1
Mulund,East,Other,"[""Jumbo Vadapav""]",1
Mulund,East,Hotel,"[""Vishva Bharti Hotel""]",1
Mulund,East,Other,"[""Kathi Rolls""]",1
Mulund,East,Other,"[""Bansuri""]",1
Mulund,East,FastFood/Restaurant,"[""Anisha fast food""]",1
Mulund,East,Other,"[""Mamledar missal""]",1
Mulund,East,Other,"[""Zunka Bhakar Muktai annadata aahar kendra""]",1
Mulund,East,Other,"[""Macdonald""]",1
Mulund,East,Other,"[""Daffodils""]",1
Mulund,East,Mall,"[""R Mall""]",1
Mulund,East,Market,"[""D Mart""]",1
Mulund,East,Transport Hub,"[""Eastern Express Highway""]",1
Mulund,East,Other,"[""LBS Marg""]",1
Mulund,East,Other,"[""JVLR""]",1
Mulund,East,Other,"[""SCLR""]",1
Mulund,East,Other,"[""BKC""]",1
Mulund,East,College,"[""V G Vaze College"", ""VG Vaze College""]",2
Mulund,East,School,"[""St. Marys High School""]",1
Mulund,East,Hospital,"[""Platinum Hospital""]",1
Mulund,East,Hospital,"[""ESIS Hospital""]",1
Mulund,East,Airport,"[""International Airport""]",1
Mulund,East,Other,"[""Mulund Gymkhana""]",1
Mulund,East,Park,"[""Deshmukh Garden""]",1
Mulund,East,Religious Place,"[""Shiva Temple""]",1
Mulund,East,Religious Place,"[""Jari Mari Gaondevi Temple""]",1
Mulund,East,Religious Place,"[""Vitthal Mandir""]",1
Mulund,East,Religious Place,"[""Hanuman Temple"", ""Hanuman Mandir""]",2
Mulund,East,Religious Place,"[""Mahadev Temple""]",1
Mulund,East,Hospital,"[""Sabnis Hospital""]",1
Mulund,East,Other,"[""Nav Drishti Netralaya""]",1
Mulund,East,Hospital,"[""Chandraganga Hospital Mulund""]",1
Mulund,East,Hospital,"[""Meher Ambe Nursing Home""]",1
Mulund,East,Railway Station,"[""Palm akers hall""]",1
Mulund,East,Other,"[""TMT bus Stand""]",1
Mulund,East,Food & Beverage,"[""Burger point""]",1
Mulund,East,Other,"[""China Town""]",1
Mulund,East,Market,"[""Samarth Snacks""]",1
Mulund,East,Park,"[""China Garden""]",1
Mulund,East,Other,"[""Shubham""]",1
Mulund,East,Other,"[""The Laughter Chapter""]",1
Mulund,East,Railway Station,"[""FARSANI DUNIYA""]",1
Mulund,East,Religious Place,"[""Khandoba Temple""]",1
Mulund,East,Other,"[""Shivalay""]",1
Mulund,East,Hospital,"[""Saidhanhospital Iccu and Eye Care""]",1
Mulund,East,Hospital,"[""Mulund Nursing Home""]",1
Mulund,East,Speciality Hospital,"[""Gomathi Eye & Cornea Centre""]",1
Mulund,East,Hospital,"[""Ambaji Medical""]",1
Mulund,East,Bank,"[""Icici bank""]",1
Mulund,East,Cafe,"[""Cafe Coffee Day""]",1
Mulund,East,Commercial / Office,"[""Campus Hotel""]",1
Mulund,East,Other,"[""ccd""]",1
Mulund,East,Other,"[""Shubhangi""]",1
Mulund,East,College,"[""Kelkar college canteen""]",1
Mulund,East,Religious Place,"[""Bethesda Church TATA COUNTY""]",1
Mulund,East,Religious Place,"[""Sri Gurudev Dutta Mandir""]",1
Mulund,East,Religious Place,"[""Holy Angels Marthoma Syrian Church""]",1
Mulund,East,Religious Place,"[""Shri Icchapurti Ganesh Mandir""]",1
Mulund,East,Hospital,"[""Mrudula Hospital""]",1
Mulund,East,Hospital,"[""Diamond Maternity and General Hospital""]",1
Mulund,East,Hospital,"[""Lotus Multispeciality Hospital""]",1
Mulund,East,Hospital,"[""Dr Hospital Bhandup""]",1
Mulund,East,Speciality Hospital,"[""Child Health Center and Polyclonic""]",1
Mulund,East,Hospital,"[""Shree Sai Maternity and Surgical Nursing Home""]",1
Mulund,East,Hospital,"[""Dr.Badwaik's Maternity and General Hospital""]",1
Mulund,East,Hospital,"[""Suyog Hospital and Iccu""]",1
Mulund,East,Healthcare,"[""Nadkarni Eye Care Centre""]",1
Mulund,East,Hospital,"[""Krishna Nursing Home Mumbai""]",1
Mulund,East,Clinic,"[""Dr. Simandhar Eye Clinic""]",1
Mulund,East,Hospital,"[""Holy Trinity Hospital""]",1
Mulund,East,Hospital,"[""Sanjeevan Nursing Home and Iccu""]",1
Mulund,East,Hospital,"[""Pooja Nursing Home Pvt. Ltd."", ""Pooja Nursing Home""]",2
Mulund,East,Hospital,"[""Sunrise Hospital""]",1
Mulund,East,Hospital,"[""Dr. Thakurs Ear Nose Throat Clinic and Hospital - Bhandup W Mumbai""]",1
Mulund,East,Speciality Hospital,"[""Sulochan Eye""]",1
Mulund,East,Hospital,"[""Shrenik Hospital and Maternity House""]",1
Mulund,East,Other,"[""Bhagwati Banquets""]",1
Mulund,East,Bank,"[""Nkgsb bank""]",1
Mulund,East,Bank,"[""Sbi bank""]",1
Mulund,East,Cafe,"[""The Secret corner cafe Mulund""]",1
Mulund,East,Other,"[""Chaayos""]",1
Mulund,East,Other,"[""Basil N Spice""]",1
Mulund,East,Other,"[""Rama Krishna""]",1
Mulund,East,Cafe,"[""Coffee By Di Bella""]",1
Mulund,East,Cafe,"[""Farm Cafe""]",1
Mulund,East,Other,"[""Belstone""]",1
Mulund,East,Food & Beverage,"[""Starbucks""]",1
Mulund,East,Food & Beverage,"[""Wat-a-Burger""]",1
Mulund,East,Cafe,"[""Cafe Bambai""]",1
Mulund,East,School,"[""NES Sunbeam School""]",1
Mulund,East,Railway Station,"[""Nahur railway station""]",1
Mulund,East,Railway Station,"[""Bhandup railway station""]",1
Mulund,East,Speciality Hospital,"[""National Burns Center""]",1
Mulund,East,Market,"[""Jai Bhawani Dainandin Bazaar""]",1
Mulund,East,Religious Place,"[""Jama Masjid""]",1
Mulund,East,Religious Place,"[""Visheshwar Mandir""]",1
Mulund,East,Religious Place,"[""Saibaba Temple""]",1
Mulund,East,ATM,"[""Icici ATM""]",1
Mulund,East,Hospital,"[""Avadhoot Hospital and Iccu""]",1
Mulund,East,Hospital,"[""Criti Care Iccu Multispeciality and Trauma Centre""]",1
Mulund,East,Other,"[""Chai Tales""]",1
Mulund,East,Other,"[""Mulund""]",1
Mulund,East,Mall,"[""Korum Mall""]",1
Mulund,East,Other,"[""MPS CBSE Mithagar""]",1
Mulund,East,University,"[""Sandip University""]",1
Mulund,East,Hospital,"[""Hira Mongi Navneet Hospital""]",1
Mulund,East,Airport,"[""CSMI Airport""]",1
Mulund,East,Commercial Complex,"[""Ecstasy Business Park""]",1
Mulund,East,Hotel,"[""Meluha The Fern An Ecotel Hotel""]",1
Mulund,East,Tourist Place,"[""Gustav Fun Rides Water Park""]",1
Mulund,East,Other,"[""Golden Swan Country Club""]",1
Mulund,East,Sports Facility,"[""Dadoji Konddev Stadium"", ""Dadoji Kondadev Stadium""]",2
Mulund,East,Hospital,"[""KRYPTON Heritage Health Care""]",1
Mulund,East,Hospital,"[""Parulekar Hospital""]",1
Mulund,East,Speciality Hospital,"[""Suruchi Eye Centre""]",1
Mulund,East,Hospital,"[""Disha Hospital""]",1
Mulund,East,Hospital,"[""Sai Seva Hospital and Icu Mumbai""]",1
Mulund,East,Other,"[""NMMC MCH""]",1
Mulund,East,Hospital,"[""Aayush Multispeciality Hospital""]",1
Mulund,East,Hospital,"[""Indravati Hospital""]",1
Mulund,East,Clinic,"[""Shree Eye Clinic""]",1
Mulund,East,Hospital,"[""Gandhi Hospital - Navi Mumbai""]",1
Mulund,East,Hospital,"[""Sanjivni Hospital Thane""]",1
Mulund,East,Hospital,"[""Dr. Doke's Shraddha Hospital""]",1
Mulund,East,Hospital,"[""Jasmine Hospital And Wow Clinic""]",1
Mulund,East,Hospital,"[""Asha Hospital and Iccu""]",1
Mulund,East,Bus Stop,"[""Airoli Bus Depot""]",1
Mulund,East,Other,"[""Sainidhi""]",1
Mulund,East,School,"[""Smt. Sushiladevi Deshmukh Vidyalaya""]",1
Mulund,East,Railway Station,"[""Airoli railway station""]",1
Mulund,East,Religious Place,"[""South Indian Temple""]",1
Mulund,East,Religious Place,"[""Jalaram Mandir""]",1
Mulund,East,Religious Place,"[""Shri Balaji Mandir""]",1
Mulund,East,Hospital,"[""Aparna Hospital Mulund W""]",1
Mulund,East,Hospital,"[""Lakshmi Nursing Home Mumbai""]",1
Mulund,East,FastFood/Restaurant,"[""Jai Ambe Fast food""]",1
Mulund,East,Other,"[""Shree Tara Pure Veg""]",1
Mulund,East,Hospital,"[""Anant Seva Hospital""]",1
Mulund,East,Hospital,"[""Ria Nursing Home""]",1
Mulund,East,Other,"[""Kamgar Kalyan Kendra""]",1
Mulund,East,Other,"[""Shivraj Fine and Dine""]",1
Mulund,East,College,"[""Gyan Sadhna College""]",1
Mulund,East,Religious Place,"[""Bhuveneshwar Mandir""]",1
Mulund,East,Bank,"[""State bank of india"", ""Indian Bank""]",2
Mulund,East,Bank,"[""Central bank of india""]",1
Mulund,East,Other,"[""Vaibhav Village""]",1
Mulund,East,Mall,"[""Eternity Mall""]",1
Mulund,East,Hospital,"[""Fortis Hospital""]",1
Mulund,East,Hospital,"[""Zen Hospital""]",1
Mulund,East,Bank,"[""HDFC Bank""]",1
Mulund,East,Park,"[""Dalmia Park""]",1
Mulund,East,Entertainment,"[""Malhaar Cinema""]",1
Mulund,East,Religious Place,"[""Sai Darbar Sai Mandir""]",1
Mulund,East,Bank,"[""Svc bank ATM"", ""Svc bank""]",2
Mulund,East,Other,"[""Devkunj Charitablr Trust Matushri Mankbai Nagji Sa""]",1
Mulund,East,Hospital,"[""Shraddha Polyclinic and Nursing Home""]",1
Mulund,East,Hospital,"[""Malini Hospital""]",1
Mulund,East,Bank,"[""Canara bank""]",1
Mulund,East,Other,"[""Achija""]",1
Mulund,East,School,"[""Bombay Presidency International School""]",1
Mulund,East,Institute,"[""Indian Institute of Technology Bombay""]",1
Mulund,East,Hospital,"[""Medansh Multispeciality Hospital""]",1
Mulund,East,Airport,"[""Chhatrapati Shivaji Maharaj Airport""]",1
Mulund,East,Commercial / Office,"[""WorkLoft Office Space""]",1
Mulund,East,Hotel,"[""ibis Hotel Mumbai""]",1
Mulund,East,Religious Place,"[""St.Francis Xaviers Church""]",1
Mulund,East,Hospital,"[""Devaki Hospital""]",1
Mulund,East,Hospital,"[""Aashirwad Nursing Home""]",1
Mulund,East,Hospital,"[""Shaha Children Hospital""]",1
Mulund,East,Hospital,"[""Dr.Bhatia's Ruby Hospital""]",1
Mulund,East,Hospital,"[""Gaurav Maternity and Surgical Hospital""]",1
Mulund,East,Hospital,"[""J. K. Child Health Care and Nicu""]",1
Mulund,East,Hospital,"[""Sai Sparsh Hospital and Iccu""]",1
Mulund,East,Hospital,"[""Savitribai Jyotiba Phule Maternity Home Bhandup""]",1
Mulund,East,Hospital,"[""M.S.Maternity and General Hospital""]",1
Mulund,East,Other,"[""Shri Bal Chikitsalaya""]",1
Mulund,East,Hospital,"[""Saarthi Hospital Mumbai""]",1
Mulund,East,Clinic,"[""I and Eye Dr Kolhes Eye Clinic""]",1
Mulund,East,Hospital,"[""Sas Health Care Pvt. Limited""]",1
Mulund,East,Hospital,"[""Madhu Polyclinic and Nursing Home""]",1
Mulund,East,Hospital,"[""Shanti Maternity Clinic""]",1
Mulund,East,Hospital,"[""Rathod Nursing Home and Iccu""]",1
Mulund,East,Hospital,"[""Maauli Hospital""]",1
Mulund,East,Clinic,"[""Dr Patanis Eye Clinic""]",1
Mulund,East,Hospital,"[""Srushti Orthotech Hospital""]",1
Mulund,East,Hospital,"[""Mahek Nursing Home""]",1
Mulund,East,Hospital,"[""Amruta Maternity and Surgical Nursing Home""]",1
Mulund,East,Hospital,"[""Naval Hospital""]",1
Mulund,East,Hospital,"[""Anket Nursing Home"", ""Aniket Nursing Home""]",2
Mulund,East,Hospital,"[""Dr. Malwankar's Romeen Nursing Home""]",1
Mulund,East,Hospital,"[""Ankur Maternity and Surgical Nursing Home""]",1
Mulund,East,Hospital,"[""Dr Bothra's Hospital""]",1
Mulund,East,Other,"[""Bhandup sarvoday nagar momadhi manzil Rome no 2""]",1
Mulund,East,Bus Stop,"[""QIP Bus Stop""]",1
Mulund,East,Other,"[""shiv prasad""]",1
Mulund,East,Cafe,"[""Madras cafe""]",1
Mulund,East,Hotel,"[""Bharang Hotel""]",1
Mulund,East,School,"[""St Xavier's School""]",1
Mulund,East,College,"[""NES Ratnam College""]",1
Mulund,East,School,"[""Br. Nath Pai Vidyalaya""]",1
Mulund,East,Railway Station,"[""Kanjurmarg railway station""]",1
Mulund,East,Mall,"[""Nirmal Lifestyle Mall""]",1
Mulund,East,Mall,"[""Viviana Mall""]",1
Mulund,East,School,"[""Holy Angel\u2019s School""]",1
Mulund,East,School,"[""IES Mulund Campus Schools""]",1
Mulund,East,School,"[""Edu Kids Preschool""]",1
Mulund,East,Other,"[""Bombay Presidency International""]",1
Mulund,East,Other,"[""Chandraganga Spandan""]",1
Mulund,East,Hospital,"[""Navjeevan Hospital""]",1
Mulund,East,Speciality Hospital,"[""Imperative Business Ventures""]",1
Mulund,East,Other,"[""Wagle Estate""]",1
Mulund,East,Hotel,"[""Hotel Lerida""]",1
Mulund,East,Other,"[""Jaitra Realty Hub""]",1
Bhandup,West,Religious Place,"[""Vitthal Temple""]",1
Bhandup,West,Religious Place,"[""st stephen's church""]",1
Bhandup,West,Healthcare,"[""Nadkarni Eye Care Centre""]",1
Bhandup,West,Hospital,"[""Dr Hospital Bhandup""]",1
Bhandup,West,Hospital,"[""Dr.Badwaik's Maternity and General Hospital""]",1
Bhandup,West,Hospital,"[""Krishna Nursing Home Mumbai""]",1
Bhandup,West,Hospital,"[""Sanjeevan Nursing Home and Iccu""]",1
Bhandup,West,Hospital,"[""Lotus Multispeciality Hospital""]",1
Bhandup,West,Hospital,"[""Dr. Malwankar's Romeen Nursing Home""]",1
Bhandup,West,Hospital,"[""Diamond Maternity and General Hospital""]",1
Bhandup,West,Hospital,"[""Dr. Thakurs Ear Nose Throat Clinic and Hospital - Bhandup W Mumbai""]",1
Bhandup,West,Speciality Hospital,"[""Sulochan Eye""]",1
Bhandup,West,Hospital,"[""Srushti Orthotech Hospital""]",1
Bhandup,West,Clinic,"[""Dr Patanis Eye Clinic""]",1
Bhandup,West,Hospital,"[""Amruta Maternity and Surgical Nursing Home""]",1
Bhandup,West,Hospital,"[""Sunrise Hospital""]",1
Bhandup,West,Hospital,"[""Mahek Nursing Home""]",1
Bhandup,West,Hospital,"[""Saarthi Hospital Mumbai"", ""Saarthi Hospital""]",2
Bhandup,West,Clinic,"[""I and Eye Dr Kolhes Eye Clinic""]",1
Bhandup,West,Hospital,"[""Savitribai Jyotiba Phule Maternity Home Bhandup""]",1
Bhandup,West,Hospital,"[""Madhu Polyclinic and Nursing Home""]",1
Bhandup,West,Hospital,"[""Mrudula Hospital""]",1
Bhandup,West,Hospital,"[""Dr Bothra's Hospital""]",1
Bhandup,West,Hospital,"[""M.S.Maternity and General Hospital""]",1
Bhandup,West,Hospital,"[""J. K. Child Health Care and Nicu""]",1
Bhandup,West,Other,"[""Shri Bal Chikitsalaya""]",1
Bhandup,West,Hospital,"[""Shrenik Hospital and Maternity House""]",1
Bhandup,West,Hospital,"[""Sas Health Care Pvt. Limited""]",1
Bhandup,West,Hospital,"[""Maauli Hospital""]",1
Bhandup,West,Hospital,"[""Shanti Maternity Clinic""]",1
Bhandup,West,Hospital,"[""Aashirwad Nursing Home""]",1
Bhandup,West,Hospital,"[""Rathod Nursing Home and Iccu""]",1
Bhandup,West,Hospital,"[""Dr.Bhatia's Ruby Hospital""]",1
Bhandup,West,Hospital,"[""Shaha Children Hospital""]",1
Bhandup,West,Hospital,"[""Gaurav Maternity and Surgical Hospital""]",1
Bhandup,West,Speciality Hospital,"[""Child Health Center and Polyclonic""]",1
Bhandup,West,Other,"[""Bhagwati Banquets""]",1
Bhandup,West,Other,"[""Bhandup sarvoday nagar momadhi manzil Rome no 2""]",1
Bhandup,West,Bank,"[""Dena bank""]",1
Bhandup,West,Bank,"[""Nkgsb bank""]",1
Bhandup,West,Cafe,"[""Madras cafe""]",1
Bhandup,West,Other,"[""Bombay Bakery""]",1
Bhandup,West,Other,"[""shiv prasad""]",1
Bhandup,West,Hotel,"[""Hotel Sainath""]",1
Bhandup,West,Other,"[""Belstone""]",1
Bhandup,West,School,"[""NES Sunbeam School""]",1
Bhandup,West,College,"[""NES Ratnam College""]",1
Bhandup,West,School,"[""Br. Nath Pai Vidyalaya""]",1
Bhandup,West,Railway Station,"[""Bhandup railway station"", ""Bhandup Railway Station"", ""Bhandup Metro Station"", ""Bhandup station"", ""Bhandup Station""]",5
Bhandup,West,Railway Station,"[""Nahur railway station"", ""Nahur Railway Station"", ""Nahur Station""]",3
Bhandup,West,Other,"[""Kanjur Marg""]",1
Bhandup,West,Railway Station,"[""Aarey JVLR Station""]",1
Bhandup,West,Mall,"[""Huma Mall""]",1
Bhandup,West,Institute,"[""Indian Institute of Technology Bombay"", ""Indian Institute of Technology""]",2
Bhandup,West,School,"[""IES Secondary School""]",1
Bhandup,West,Other,"[""Chhatrapati Shivaji Maharaj""]",1
Bhandup,West,Speciality Hospital,"[""Nahar Business Center""]",1
Bhandup,West,Other,"[""The Westin Mumbai Powai Lake""]",1
Bhandup,West,Other,"[""Snow World""]",1
Bhandup,West,Religious Place,"[""Ahle e Hadis Masjid""]",1
Bhandup,West,Hospital,"[""Sai Sparsh Hospital and Iccu""]",1
Bhandup,West,Hospital,"[""Devaki Hospital""]",1
Bhandup,West,Hotel,"[""Rahat Hotel""]",1
Bhandup,West,School,"[""Mohammadi Urdu High School""]",1
Bhandup,West,School,"[""Ideal High School""]",1
Bhandup,West,Mall,"[""R Mall""]",1
Bhandup,West,Other,"[""Lal Bahadur Shastri Marg""]",1
Bhandup,West,School,"[""GS Shetty International School"", ""GS Shetty Int School"", ""GS Shetty Intl School Bhandup West""]",3
Bhandup,West,Other,"[""IIT Bombay""]",1
Bhandup,West,Hospital,"[""Central Hospital Dreams""]",1
Bhandup,West,Airport,"[""CSM International Airport"", ""CSM Intl Airport"", ""CSM Int. Airport""]",3
Bhandup,West,Commercial / Office,"[""iThink Techno Campus""]",1
Bhandup,West,Market,"[""Sonapur Market""]",1
Bhandup,West,Religious Place,"[""Raza Masjid""]",1
Bhandup,West,Religious Place,"[""Sai baba Mandir""]",1
Bhandup,West,Religious Place,"[""Holy Angels Marthoma Syrian Church""]",1
Bhandup,West,Religious Place,"[""Fire Brigade Ganapati Temple""]",1
Bhandup,West,Religious Place,"[""Sri Gurudev Dutta Mandir""]",1
Bhandup,West,Bank,"[""Axis bank ATM""]",1
Bhandup,West,Hospital,"[""Sai Siddhi Hospital Mumbai""]",1
Bhandup,West,Hospital,"[""Ashirwad Maternity and Nursing Home Mulund""]",1
Bhandup,West,Clinic,"[""NAAZ Polyclinic""]",1
Bhandup,West,Clinic,"[""Anil Cancer Clinic""]",1
Bhandup,West,Hospital,"[""Shivaani Mother and Child Care Hospital""]",1
Bhandup,West,Institute,"[""Surya Eye Institute and Research Centre""]",1
Bhandup,West,Clinic,"[""CGHS Dispensary No.19 Mulund""]",1
Bhandup,West,Hospital,"[""Upasani Super Speciality Hospital""]",1
Bhandup,West,Hospital,"[""Veena Nagar Health Care Center and Hospital""]",1
Bhandup,West,Hospital,"[""Shree Sai Maternity and Surgical Nursing Home""]",1
Bhandup,West,Other,"[""Khindipada""]",1
Bhandup,West,Entertainment,"[""PVR Cinemas""]",1
Bhandup,West,Bank,"[""Sbi bank"", ""SBI Bank""]",2
Bhandup,West,FastFood/Restaurant,"[""McDonald's""]",1
Bhandup,West,Bar,"[""Sagar Country Bar""]",1
Bhandup,West,Railway Station,"[""Sudarshans""]",1
Bhandup,West,Other,"[""Shanghai Restro""]",1
Bhandup,West,Other,"[""Secret Spice""]",1
Bhandup,West,Other,"[""Love and Latte""]",1
Bhandup,West,Other,"[""Goldenstar Banquet Hall""]",1
Bhandup,West,Food & Beverage,"[""Wat-a-Burger""]",1
Bhandup,West,Food & Beverage,"[""Starbucks""]",1
Bhandup,West,Cafe,"[""Farm Cafe""]",1
Bhandup,West,Cafe,"[""Coffee By Di Bella""]",1
Bhandup,West,Cafe,"[""Cafe Coffee Day""]",1
Bhandup,West,Other,"[""Basil N Spice""]",1
Bhandup,West,Other,"[""Rama Krishna""]",1
Bhandup,West,Other,"[""Chaayos""]",1
Bhandup,West,Cafe,"[""The Secret corner cafe Mulund""]",1
Bhandup,West,Other,"[""Madrassa Faizan e Taiba""]",1
Bhandup,West,Metro Station,"[""Sonapur Metro Station""]",1
Bhandup,West,Metro Station,"[""Shangrila Metro Station""]",1
Bhandup,West,Market,"[""D Mart""]",1
Bhandup,West,Other,"[""Upcoming GMLR""]",1
Bhandup,West,Other,"[""L.B.S. Marg: 700 metres""]",1
Bhandup,West,School,"[""Pawar Public School""]",1
Bhandup,West,Hospital,"[""Fortis Hospital""]",1
Bhandup,West,Airport,"[""Domestic Airport""]",1
Bhandup,West,Airport,"[""International Airport""]",1
Bhandup,West,Other,"[""Andheri""]",1
Bhandup,West,Other,"[""Aarey JVLR""]",1
Bhandup,West,Other,"[""R City""]",1
Bhandup,West,School,"[""Cosmos School""]",1
Bhandup,West,Other,"[""National Law Uni""]",1
Bhandup,West,Hospital,"[""Bhandup CritiCare Hospital""]",1
Bhandup,West,Airport,"[""CSMI Airport""]",1
Bhandup,West,Other,"[""Eastern Business District""]",1
Bhandup,West,Hotel,"[""Meluha The Fern An Ecotel Hotel"", ""Meluha The Fern - An Ecotel Hotel""]",2
Bhandup,West,Religious Place,"[""Bethesda Church TATA COUNTY""]",1
Bhandup,West,Religious Place,"[""Jalaram Mandir""]",1
Bhandup,West,Religious Place,"[""Shri Icchapurti Ganesh Mandir"", ""Icchapurti Ganesh Mandir""]",2
Bhandup,West,Hospital,"[""Suyog Hospital and Iccu""]",1
Bhandup,West,Hospital,"[""Pooja Nursing Home Pvt. Ltd.""]",1
Bhandup,West,Clinic,"[""Dr. Simandhar Eye Clinic""]",1
Bhandup,West,Hospital,"[""Holy Trinity Hospital""]",1
Bhandup,West,Cafe,"[""Cafe Bambai""]",1
Bhandup,West,College,"[""Kelkar college canteen""]",1
Bhandup,West,Religious Place,"[""St.Francis Xaviers Church""]",1
Bhandup,West,Hospital,"[""Naval Hospital""]",1
Bhandup,West,Hospital,"[""Anket Nursing Home"", ""Aniket Nursing Home""]",2
Bhandup,West,Hospital,"[""Ankur Maternity and Surgical Nursing Home""]",1
Bhandup,West,Bus Stop,"[""QIP Bus Stop""]",1
Bhandup,West,Hotel,"[""Bharang Hotel""]",1
Bhandup,West,School,"[""St Xavier's School""]",1
Bhandup,West,Railway Station,"[""Kanjurmarg railway station""]",1
Bhandup,West,Mall,"[""Korum Mall""]",1
Bhandup,West,Transport Hub,"[""National Highway 48""]",1
